,cell,cyc,soc_label,mode_label,capacity,c1_1_mean_v,c1_2_var_v,c1_3_skew_v,c1_4_kurt_v,c1_5_mean_t,c1_6_delta_t,c1_7_dtdt,c1_8_mean_i,c1_9_var_i,c1_10_ent_v,c1_11_ent_t,c1_12_corr_vi,c1_13_corr_vt,c1_14_de_dq,c1_15_power_var,c2_dis_1,c3_cha_1,c2_dis_2,c3_cha_2,c2_dis_3,c3_cha_3,c2_dis_4,c3_cha_4,c2_dis_5,c3_cha_5,c2_dis_6,c3_cha_6,c2_dis_7,c3_cha_7,c2_dis_8,c3_cha_8,c2_dis_9,c3_cha_9,c2_dis_10,c3_cha_10,c2_dis_11,c3_cha_11,c2_dis_12,c3_cha_12,c2_dis_13,c3_cha_13,c2_dis_14,c3_cha_14,c2_dis_15,c3_cha_15,SOC,Mode,Scenario
10,10-2,5,-2,0,1.1917252444444446,3.1870791912078857,0.001371876453049481,5.233776946478821,29.20401785709459,25.0,0.0,0.0,3.3002824783325195,2.3799724147011148e-07,-124.75373628726699,-23.02572594687052,0.03526995936156035,0.0,3.1820807663894297,0.014957751147449017,-0.0011376469628885388,0.0,2.6617979528964497e-05,0.0,0.0001431200944352895,0.0,61.0919075012207,0.0,0.0,0.0,0.740958251953125,0.0,0.23285337660047742,0.0,-1.2409107685089111,0.0,31.672130584716797,0.0,0.9257287135150895,0.0,0.0,0.0,0.03730037063360214,0.0,244.90274227275296,0.0,-0.27970348276174684,0.0,3.175675702566035,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
11,10-2,5,-2,0,1.1917252444444446,3.1681363582611084,3.986854062532075e-05,-0.06603133981564104,-1.1679239183202308,25.0,0.0,0.0,3.3002686500549316,1.5997080993201962e-07,-1797.7656673187657,-23.02572594687052,-0.20934299587690752,0.0,3.1679315858858694,0.0004247716860845685,-8.392146992264315e-05,0.0,8.946828278233454e-10,0.0,1.9064827494474912e-10,0.0,2.720520496368408,0.0,0.0,0.0,0.7405677625868056,0.0,0.23377012464735242,0.0,-0.0915435254573822,0.0,0.0010647345334291458,0.0,0.9932671718367799,0.0,0.0,0.0,0.001920843031257391,0.0,244.77468037104873,0.0,-0.09173377179028847,0.0,3.164421827119459,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
12,10-2,6,-2,0,1.1923512222222223,3.1877644062042236,0.00136030453722924,5.30498839357957,30.047627749295877,25.0,0.0,0.0,3.3003594875335693,4.25038777507325e-08,-124.0721085459096,-23.02572594687052,-0.0030144032017513076,0.0,3.1828313661833056,0.014816155657172203,-0.0011235569836571813,0.0,2.6816058380063623e-05,0.0,0.000142607867019251,0.0,62.72178649902344,0.0,0.0,0.0,0.7557399495442708,0.0,0.23744266086154514,0.0,-1.2255065441131592,0.0,31.90201759338379,0.0,0.9253428315698266,0.0,0.0,0.0,0.03792588785290718,0.0,249.77671789583073,0.0,-0.2720514257090968,0.0,3.1764639695542796,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
13,10-2,6,-2,0,1.1923512222222223,3.168736696243286,4.080427243025042e-05,-0.0677135323542239,-1.17945400768825,25.0,0.0,0.0,3.3003122806549072,7.306739036039289e-08,-1768.2857869508803,-23.02572594687052,0.1150827411735324,0.0,3.1685310493990833,0.00044931838056072593,-8.509767212672159e-05,0.0,1.330995202941665e-09,0.0,-2.3994439857233374e-07,0.0,2.7204835414886475,0.0,0.0,0.0,0.7407147216796875,0.0,0.23377227783203125,0.0,-0.0928250402212143,0.0,0.0015837366227060556,0.0,0.9931741007108459,0.0,0.0,0.0,0.0023405076935887337,0.0,244.8178267312886,0.0,-0.09279825296394457,0.0,3.164978681014182,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
14,10-2,6,-2,0,1.1923512222222223,3.179675817489624,0.00104957923758775,5.8642994216019515,39.84151278677691,25.0,0.0,0.0,3.3003416061401367,6.489447201829535e-08,-110.5967317545791,-23.02572594687052,0.04808485373865861,0.0,3.1762664488493733,0.011440838687121868,-0.0007792945834808052,0.0,1.811487709346693e-05,0.0,9.42987680900842e-05,0.0,96.75728607177734,0.0,0.0,0.0,1.1327213541666667,0.0,0.35662038167317706,0.0,-0.8500083684921265,0.0,21.550575256347656,0.0,0.9218975622400492,0.0,0.0,0.0,0.03934609889984131,0.0,374.375601710174,0.0,-0.17547145805275732,0.0,3.168901268027751,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
15,10-2,7,-2,0,1.1935597777777778,3.1807632446289062,0.0010281699942424893,5.860468553854705,39.80157410504576,25.0,0.0,0.0,3.300243616104126,3.931404890522572e-08,-112.10807305683365,-23.02572594687052,-0.28696241811249507,0.0,3.1773892670459136,0.011158262379467487,-0.0007712180376984179,0.0,1.7700987882562913e-05,0.0,9.323384438175708e-05,0.0,95.73711395263672,0.0,0.0,0.0,1.1330896674262152,0.0,0.3566102769639757,0.0,-0.8413275480270386,0.0,21.067169189453125,0.0,0.9226519673879577,0.0,0.0,0.0,0.03877607733011246,0.0,374.5190245898587,0.0,-0.1738276565898146,0.0,3.17008932992476,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
16,10-2,7,-2,0,1.1935597777777778,3.1887905597686768,0.00133125064894557,5.308300468160798,30.06662616925866,25.0,0.0,0.0,3.3002266883850098,3.353524746785297e-08,-125.81511342448893,-23.02572594687052,-0.3488835245277592,0.0,3.183908260574197,0.014447600580751896,-0.001111442456021905,0.0,2.6203468223684467e-05,0.0,0.00014084335998632014,0.0,62.054115295410156,0.0,0.0,0.0,0.7559669325086805,0.0,0.2374336412217882,0.0,-1.2124848365783691,0.0,31.18656349182129,0.0,0.9260987461460474,0.0,0.0,0.0,0.037275753915309906,0.0,249.87136134763054,0.0,-0.2687067445408275,0.0,3.1776301076836617,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
17,10-2,7,-2,0,1.1935597777777778,3.1699464321136475,4.096359043614939e-05,-0.07030566428876955,-1.189158545209319,25.0,0.0,0.0,3.300248384475708,4.1318745758189834e-08,-1771.5597512860684,-23.02572594687052,-0.10001091335350033,0.0,3.169741144755174,0.0004438534379005432,-8.509767212672159e-05,0.0,1.2370331425870518e-09,0.0,-8.010854912754439e-08,0.0,2.7179741859436035,0.0,0.0,0.0,0.7409829372829861,0.0,0.2337676493326823,0.0,-0.09282618761062622,0.0,0.0014718153979629278,0.0,0.9931766761128845,0.0,0.0,0.0,0.0023005486000329256,0.0,244.91603585601115,0.0,-0.0929860392372728,0.0,3.166180386218316,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
18,10-2,8,-2,0,1.1947799777777777,3.180650472640991,0.0010203610872849822,5.889925616715194,40.09557409428453,25.0,0.0,0.0,3.300276279449463,9.786372601183757e-08,-113.41149963858271,-23.02572594687052,-0.11617248584221894,0.0,3.1772840502232094,0.011088390834629536,-0.0007686535245738924,0.0,1.7689240848994814e-05,0.0,9.328569285571575e-05,0.0,95.54458618164062,0.0,0.0,0.0,1.1330628119574653,0.0,0.35661363389756945,0.0,-0.8384125828742981,0.0,21.044490814208984,0.0,0.9229306051368878,0.0,0.0,0.0,0.03895587846636772,0.0,374.5029269730755,0.0,-0.17216017473103265,0.0,3.170079190386097,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
19,10-2,8,-2,0,1.1947799777777777,3.1699228286743164,3.924525299225934e-05,-0.051562932980551826,-1.1893361729282408,25.0,0.0,0.0,3.3002982139587402,4.91672835778445e-08,-1810.2432782673527,-23.02572594687052,-0.03715807641434228,0.0,3.1697179435717238,0.00042686754022724926,-8.352877921424806e-05,0.0,1.2350209743772211e-09,0.0,2.3994442699404317e-07,0.0,2.72397518157959,0.0,0.0,0.0,0.740990464952257,0.0,0.23377173529730902,0.0,-0.09111412614583969,0.0,0.001469584763981402,0.0,0.9933024672910964,0.0,0.0,0.0,0.002180957468226552,0.0,244.9105256026715,0.0,-0.0910231141002726,0.0,3.166237052368975,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
20,10-2,8,-2,0,1.1947799777777777,3.188575506210327,0.001324906712397933,5.3181452344613,30.15768028937279,25.0,0.0,0.0,3.3002612590789795,1.229818167303165e-07,-126.20879456250054,-23.02572594687052,-0.11133873331710115,0.0,3.183703112021672,0.014399404637515545,-0.0011091341730207205,0.0,2.618536018417217e-05,0.0,0.00014084311260376126,0.0,61.95209503173828,0.0,0.0,0.0,0.7559255642361111,0.0,0.23743594699435763,0.0,-1.2097904682159424,0.0,31.152109146118164,0.0,0.9262611088493996,0.0,0.0,0.0,0.037595365196466446,0.0,249.85254313914754,0.0,-0.2673112931074693,0.0,3.1774727327766783,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
21,10-2,9,-2,0,1.1960048666666667,3.189432144165039,0.0012976775178685784,5.300422242960186,29.98364354684771,25.0,0.0,0.0,3.3002052307128906,1.1974481139986892e-07,-127.86884485853263,-23.02572594687052,-0.09747659460648687,0.0,3.184614128525228,0.014108894392848015,-0.0010974042816087604,0.0,2.5407229259144515e-05,0.0,0.00013837259029969573,0.0,61.22380065917969,0.0,0.0,0.0,0.7561277262369792,0.0,0.23743150499131943,0.0,-1.1971780061721802,0.0,30.23896026611328,0.0,0.9269508829910613,0.0,0.0,0.0,0.036885179579257965,0.0,249.92837655745635,0.0,-0.2654675782590903,0.0,3.1784063073106097,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
22,10-2,9,-2,0,1.1960048666666667,3.1709113121032715,3.9139420550782233e-05,-0.05772384527022924,-1.1861466199082233,25.0,0.0,0.0,3.3003480434417725,9.944854184595897e-08,-1797.7656673187657,-23.02572594687052,-0.24132301415875337,0.0,3.1707059417236816,0.0004173426132183522,-8.392146992264315e-05,0.0,1.2711288688294076e-09,0.0,2.4013522192944947e-07,0.0,2.727017402648926,0.0,0.0,0.0,0.741231214735243,0.0,0.23377482096354166,0.0,-0.09154007583856583,0.0,0.0015122462064027786,0.0,0.9932730974765561,0.0,0.0,0.0,0.0022607326973229647,0.0,244.9831692403487,0.0,-0.09089490151033675,0.0,3.167230608318713,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
23,10-2,9,-2,0,1.1960048666666667,3.181560754776001,0.0010004679206758738,5.864555297383668,39.8106785478921,25.0,0.0,0.0,3.3002712726593018,1.2813934802125004e-07,-115.03752001706805,-23.02572594687052,-0.1679643608995942,0.0,3.178231610353918,0.01085770782083273,-0.0007600638782605529,0.0,1.7166252291644923e-05,0.0,9.185720409732312e-05,0.0,94.43679809570312,0.0,0.0,0.0,1.1333980305989584,0.0,0.356612786187066,0.0,-0.8291630744934082,0.0,20.43077850341797,0.0,0.9237062726105688,0.0,0.0,0.0,0.038325514644384384,0.0,374.61519874058683,0.0,-0.17105428036986228,0.0,3.1710575428995913,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
24,10-2,10,-2,0,1.197222377777778,3.1905055046081543,0.0012963315239176154,5.31936924181945,30.165590139459404,25.0,0.0,0.0,3.300136089324951,7.564909054735836e-08,-127.86885003764495,-23.02572594687052,-0.12311760049274743,0.0,3.1856852923231918,0.014091425575315952,-0.0010979812359437346,0.0,2.5606781491660513e-05,0.0,0.00013927469262853265,0.0,61.28322219848633,0.0,0.0,0.0,0.7563672553168402,0.0,0.2374268595377604,0.0,-1.197743535041809,0.0,30.470632553100586,0.0,0.926978633589104,0.0,0.0,0.0,0.037235379219055176,0.0,250.01765289261033,0.0,-0.2642538644869779,0.0,3.179530901780802,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
25,10-2,10,-2,0,1.197222377777778,3.171982765197754,3.9910311897983775e-05,-0.06869575584680061,-1.1962899127231914,25.0,0.0,0.0,3.3001773357391357,8.243493709869654e-08,-1770.063815673986,-23.02572594687052,-0.312687752727705,0.0,3.171780130470415,0.00042363733518868685,-8.50986034492962e-05,0.0,1.2367619151021358e-09,0.0,-4.798889108315052e-07,0.0,2.6825273036956787,0.0,0.0,0.0,0.7414449055989584,0.0,0.23376302083333333,0.0,-0.09282860159873962,0.0,0.0014714084099978209,0.0,0.9931806754939392,0.0,0.0,0.0,0.0022003173362463713,0.0,245.0788817544718,0.0,-0.09178439375495154,0.0,3.1682656696827016,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
26,10-2,10,-2,0,1.197222377777778,3.1826138496398926,0.0010003168135881424,5.877050938243247,39.97718795944343,25.0,0.0,0.0,3.300173282623291,8.446372845583028e-08,-113.88572461981737,-23.02572594687052,-0.16329622294855042,0.0,3.1792827243652853,0.010862413793802261,-0.0007622440462000668,0.0,1.7297072190558538e-05,0.0,9.193512960337102e-05,0.0,94.53374481201172,0.0,0.0,0.0,1.1337400987413195,0.0,0.35660247802734374,0.0,-0.8314998149871826,0.0,20.582548141479492,0.0,0.9235306462877098,0.0,0.0,0.0,0.0385153591632843,0.0,374.75016129859773,0.0,-0.17096634095394755,0.0,3.1721162267745235,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
27,10-2,11,-2,0,1.1978402000000001,3.1728978157043457,4.1311795939691365e-05,-0.06553064866836669,-1.217790265941525,25.0,0.0,0.0,3.300269842147827,1.0020807650334973e-07,-1766.4836350736864,-23.02572594687052,-0.026883179598661985,0.0,3.1726897660626325,0.0004498088383115828,-8.50986034492962e-05,0.0,8.132416406958498e-10,0.0,1.6002663016934093e-07,0.0,2.7565157413482666,0.0,0.0,0.0,0.7416771782769097,0.0,0.23376920912000868,0.0,-0.09282754361629486,0.0,0.0009677267516963184,0.0,0.9931832459097594,0.0,0.0,0.0,0.0019604205153882504,0.0,245.14230784030568,0.0,-0.09338457569447144,0.0,3.1691170725788345,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
28,10-2,11,-2,0,1.1978402000000001,3.183626890182495,0.001014743815176189,5.890025067462724,40.18960784882849,25.0,0.0,0.0,3.300276279449463,7.656581146875396e-08,-112.79030678312789,-23.02572594687052,0.01433728788416336,0.0,3.180268991860495,0.01105579175055027,-0.0007685258751735091,0.0,1.7804813978727907e-05,0.0,9.362334822071716e-05,0.0,95.35600280761719,0.0,0.0,0.0,1.1341257731119792,0.0,0.3566131591796875,0.0,-0.8382788300514221,0.0,21.182010650634766,0.0,0.9230451822810672,0.0,0.0,0.0,0.038845259696245193,0.0,374.8547928269065,0.0,-0.17246450331721677,0.0,3.173036245145092,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
29,10-2,11,-2,0,1.1978402000000001,3.191620349884033,0.0013128173304721713,5.343931901515441,30.426817175501263,25.0,0.0,0.0,3.300261974334717,4.9912795674345034e-08,-126.40639463434428,-23.02572594687052,0.05069240584555082,0.0,3.1867630642368647,0.014308024197816849,-0.0011085576843470335,0.0,2.6359928597230464e-05,0.0,0.00014143144653644413,0.0,61.80699920654297,0.0,0.0,0.0,0.7566505940755208,0.0,0.23743547227647568,0.0,-1.2091699838638306,0.0,31.35981559753418,0.0,0.9264024885060054,0.0,0.0,0.0,0.03766518458724022,0.0,250.0926524385458,0.0,-0.26537452546049534,0.0,3.1805987716027557,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
30,10-2,12,-2,0,1.1984539777777776,3.192394256591797,0.0012892200611531734,5.312497664940946,30.1311151308255,25.0,0.0,0.0,3.3003106117248535,2.5346365006839733e-08,-128.07089791507144,-23.02572594687052,-0.13792126174820185,0.0,3.1875885913257425,0.01402520015835762,-0.0010965389665216208,0.0,2.5516394089208916e-05,0.0,0.00013898022007197142,0.0,61.10102081298828,0.0,0.0,0.0,0.7568583848741319,0.0,0.23743916829427084,0.0,-1.1961404085159302,0.0,30.36258316040039,0.0,0.9270918373930997,0.0,0.0,0.0,0.037160005420446396,0.0,250.1538058772661,0.0,-0.26530897178647816,0.0,3.181375025989671,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
31,10-2,12,-2,0,1.1984539777777776,3.17356538772583,4.247461765771732e-05,-0.043564521063635106,-1.21952412107837,25.0,0.0,0.0,3.300326347351074,2.8102984828137778e-08,-1739.668367518037,-23.02572594687052,0.023571123264734862,0.0,3.17335079341652,0.0004634619690477848,-8.627479837741703e-05,0.0,1.1994859550057413e-09,0.0,2.3975371732376516e-07,0.0,2.8429949283599854,0.0,0.0,0.0,0.7418430582682292,0.0,0.23377278645833333,0.0,-0.09410903602838516,0.0,0.0014272892149165273,0.0,0.993091201876982,0.0,0.0,0.0,0.0024598599411547184,0.0,245.1891717523359,0.0,-0.09470309722494123,0.0,3.1697305652331456,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
32,10-2,12,-2,0,1.1984539777777776,3.184337854385376,0.0010009222896769643,5.829441723021526,39.55134651108074,25.0,0.0,0.0,3.300313711166382,2.5887574750527165e-08,-113.59329441555533,-23.02572594687052,-0.11249726034731064,0.0,3.181014110286475,0.010889804922044277,-0.0007602566620334983,0.0,1.7237496649613604e-05,0.0,9.205184323946014e-05,0.0,94.3270263671875,0.0,0.0,0.0,1.1344049750434029,0.0,0.35661739773220485,0.0,-0.8293121457099915,0.0,20.511308670043945,0.0,0.9237619174788075,0.0,0.0,0.0,0.03852004557847977,0.0,374.93831255674894,0.0,-0.1731231946764826,0.0,3.1737070118562283,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
33,10-2,13,-2,0,1.1990571333333335,3.1927549839019775,0.0012880431022495031,5.349281935577121,30.47286898120533,25.0,0.0,0.0,3.3002753257751465,2.7881263520157518e-08,-127.93611270392876,-23.02572594687052,-0.3711059552345372,0.0,3.1879414535518884,0.01397967804223299,-0.0010984623804688454,0.0,2.589862560853362e-05,0.0,0.00014015688793733716,0.0,61.24282455444336,0.0,0.0,0.0,0.7569356282552083,0.0,0.23743711683485244,0.0,-1.1982403993606567,0.0,30.81739616394043,0.0,0.9270525856697259,0.0,0.0,0.0,0.03766033053398132,0.0,250.18412893610375,0.0,-0.2623780217313246,0.0,3.1818567655359082,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
34,10-2,13,-2,0,1.1990571333333335,3.1743345260620117,3.930884849978611e-05,-0.05572084668292196,-1.1953294159839503,25.0,0.0,0.0,3.300269603729248,2.6482526394033812e-08,-1799.5809814289657,-23.02572594687052,0.1880121950610344,0.0,3.174129190700026,0.00043242290848866105,-8.392146992264315e-05,0.0,1.2233440926934236e-09,0.0,-2.401352503511589e-07,0.0,2.720978260040283,0.0,0.0,0.0,0.7420136176215277,0.0,0.2337691921657986,0.0,-0.09154337644577026,0.0,0.0014557025860995054,0.0,0.9932802786012322,0.0,0.0,0.0,0.0023396967444568872,0.0,245.25351138993005,0.0,-0.09109853809297866,0.0,3.1706456226693085,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
35,10-2,13,-2,0,1.1990571333333335,3.184907913208008,0.0009931640233844519,5.912260822105866,40.40400052602427,25.0,0.0,0.0,3.300261974334717,2.7686583692343447e-08,-115.03752124146578,-23.02572594687052,-0.23908756344603785,0.0,3.181581910786689,0.010789177380502224,-0.0007610260508954525,0.0,1.7493950508651324e-05,0.0,9.267538553103805e-05,0.0,94.45634460449219,0.0,0.0,0.0,1.134591064453125,0.0,0.35661224365234373,0.0,-0.8301533460617065,0.0,20.816469192504883,0.0,0.9237819550182083,0.0,0.0,0.0,0.03896009176969528,0.0,375.011175676497,0.0,-0.1698249848759832,0.0,3.1744795107648542,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
