Status,Cycle number,Current (mA),Voltage (V),Capacity (mAh),Time (s)
Constant current charge,1,5497.39,3.4787,343.64697777777775,224
Constant current charge,1,5500.0,3.4796,351.2842,229
Constant current charge,1,5497.39,3.4805,358.9198,234
Constant current charge,1,5498.13,3.4815,366.55615555555556,239
Constant current charge,1,5497.02,3.4824,374.19244444444445,244
Constant current charge,1,5498.13,3.4833,381.8287555555556,249
Constant current charge,1,5500.0,3.484,389.4659555555556,254
Constant current charge,1,5497.76,3.4852,397.1018666666667,259
Constant current charge,1,5498.13,3.4861,404.73817777777776,264
Constant current charge,1,5498.13,3.4867,412.3756,269
Constant current charge,1,5498.13,3.4877,420.01146666666665,274
Constant current charge,1,5499.62,3.4883,427.64902222222224,279
Constant current charge,1,5498.13,3.4892,435.2848888888889,284
Constant current charge,1,5498.51,3.4898,442.92142222222225,289
Constant current charge,1,5498.13,3.4905,450.5592,294
Constant current charge,1,5498.13,3.4911,458.1951555555556,299
Constant current charge,1,5498.13,3.4917,465.8317333333333,304
Constant current charge,1,5499.62,3.4929,473.46844444444446,309
Constant current charge,1,5497.76,3.4936,481.1060444444444,314
Constant current charge,1,5497.39,3.4942,488.74111111111114,319
Constant current charge,1,5498.13,3.4948,496.3774222222222,324
Constant current charge,1,5500.0,3.4954,504.01511111111114,329
Constant current charge,1,5496.65,3.4964,511.6504444444444,334
Constant current charge,1,5498.13,3.497,519.2860888888889,339
Constant current charge,1,5498.13,3.4973,526.9224,344
Constant current charge,1,5499.25,3.4982,534.5591111111111,349
Constant current charge,1,5499.62,3.4988,542.1976888888889,354
Constant current charge,1,5498.13,3.4995,549.8333777777777,359
Constant current charge,1,5498.13,3.5001,557.4697333333334,364
Constant current charge,1,5497.02,3.501,565.1060444444445,369
Constant current charge,1,5499.62,3.5016,572.7428444444445,374
Constant current charge,1,5496.65,3.5022,580.3788,379
Constant current charge,1,5498.51,3.5029,588.0152888888889,384
Constant current charge,1,5498.13,3.5038,595.6517333333334,389
Constant current charge,1,5498.51,3.5044,603.2882666666667,394
Constant current charge,1,5498.13,3.505,610.9245333333333,399
Constant current charge,1,5497.39,3.506,618.5598666666667,404
Constant current charge,1,5499.62,3.5066,626.1964444444444,409
Constant current charge,1,5498.13,3.5075,633.8340888888889,414
Constant current charge,1,5498.13,3.5084,641.4704,419
Constant current charge,1,5498.13,3.5094,649.1066666666667,424
Constant current charge,1,5497.39,3.51,656.7427555555555,429
Constant current charge,1,5498.51,3.5109,664.3790222222223,434
Constant current charge,1,5498.13,3.5119,672.0153333333334,439
Constant current charge,1,5499.62,3.5125,679.652,444
Constant current charge,1,5498.13,3.5137,687.2885333333334,449
Constant current charge,1,5497.76,3.5146,694.9248444444445,454
Constant current charge,1,5498.13,3.5156,702.5611111111111,459
Constant current charge,1,5498.13,3.5168,710.1988,464
Constant current charge,1,5498.13,3.5181,717.8347111111111,469
Constant current charge,1,5499.25,3.519,725.4714666666666,474
Constant current charge,1,5497.39,3.5202,733.1083555555556,479
Constant current charge,1,5498.13,3.5215,740.7448,484
Constant current charge,1,5497.76,3.5227,748.3809777777777,489
Constant current charge,1,5498.13,3.5243,756.0167111111111,494
Constant current charge,1,5498.13,3.5255,763.6529777777778,499
Constant current charge,1,5499.25,3.527,771.2896888888889,504
Constant current charge,1,5498.51,3.5283,778.9279111111111,509
Constant current charge,1,5498.13,3.5298,786.5637333333333,514
Constant current charge,1,5498.13,3.5317,794.2001777777778,519
Constant current charge,1,5499.62,3.5332,801.8369777777777,524
Constant current charge,1,5497.02,3.5351,809.4735111111111,529
Constant current charge,1,5498.13,3.5367,817.1096888888889,534
Constant current charge,1,5498.13,3.5382,824.7472888888889,539
Constant current charge,1,5498.13,3.5404,832.3827555555556,544
Constant current charge,1,5497.76,3.5422,840.0190222222222,549
Constant current charge,1,5498.13,3.5441,847.6544888888889,554
Constant current charge,1,5498.51,3.546,855.2910222222222,559
Constant current charge,1,5498.13,3.5466,858.3456,561
Constant current-constant voltage charge,1,1099.14,3.3711,858.3456,592
Constant current-constant voltage charge,1,1099.51,3.3776,859.8725944444444,596
Constant current-constant voltage charge,1,1099.51,3.3816,861.3996916666666,601
Constant current-constant voltage charge,1,1099.51,3.3838,862.9269944444444,606
Constant current-constant voltage charge,1,1099.88,3.3854,864.4541972222222,611
Constant current-constant voltage charge,1,1098.77,3.3869,865.98135,616
Constant current-constant voltage charge,1,1099.88,3.3878,867.5082388888889,621
Constant current-constant voltage charge,1,1098.58,3.3888,869.0350305555555,626
Constant current-constant voltage charge,1,1099.51,3.3894,870.5618694444445,631
Constant current-constant voltage charge,1,1100.07,3.39,872.0891722222223,636
Constant current-constant voltage charge,1,1099.51,3.3906,873.6164805555555,641
Constant current-constant voltage charge,1,1099.51,3.3913,875.1435777777778,646
Constant current-constant voltage charge,1,1098.77,3.3922,876.6703138888889,651
Constant current-constant voltage charge,1,1098.58,3.3928,878.196636111111,656
Constant current-constant voltage charge,1,1099.14,3.3934,879.7228583333333,661
Constant current-constant voltage charge,1,1099.7,3.394,881.250575,666
Constant current-constant voltage charge,1,1099.14,3.3947,882.7774694444445,671
Constant current-constant voltage charge,1,1098.58,3.3953,884.3034833333334,676
Constant current-constant voltage charge,1,1099.7,3.3959,885.830011111111,681
Constant current-constant voltage charge,1,1100.26,3.3965,887.3577805555556,686
Constant current-constant voltage charge,1,1100.07,3.3971,888.8856055555556,691
Constant current-constant voltage charge,1,1098.77,3.3978,890.4121388888889,696
Constant current-constant voltage charge,1,1099.14,3.3987,891.9384638888889,701
Constant current-constant voltage charge,1,1100.07,3.3993,893.4660277777778,706
Constant current-constant voltage charge,1,1099.14,3.4002,894.9928666666667,711
Constant current-constant voltage charge,1,1100.07,3.4009,896.520175,716
Constant current-constant voltage charge,1,1099.14,3.4015,898.0476361111112,721
Constant current-constant voltage charge,1,1099.14,3.4021,899.57385,726
Constant current-constant voltage charge,1,1098.95,3.4027,901.1009527777778,731
Constant current-constant voltage charge,1,1099.51,3.4033,902.6277888888889,736
Constant current-constant voltage charge,1,1100.07,3.404,904.1552527777777,741
Constant current-constant voltage charge,1,1099.14,3.4046,905.6816722222222,746
Constant current-constant voltage charge,1,1099.51,3.4052,907.2087722222223,751
Constant current-constant voltage charge,1,1099.51,3.4058,908.7358666666667,756
Constant current-constant voltage charge,1,1099.14,3.4064,910.2627111111111,761
Constant current-constant voltage charge,1,1099.14,3.4071,911.7897055555555,766
Constant current-constant voltage charge,1,1099.51,3.408,913.3168,771
Constant current-constant voltage charge,1,1098.77,3.4089,914.8432777777778,776
Constant current-constant voltage charge,1,1100.07,3.4095,916.3705333333334,781
Constant current-constant voltage charge,1,1099.51,3.4102,917.8976333333334,786
Constant current-constant voltage charge,1,1099.51,3.4108,919.4247333333333,791
Constant current-constant voltage charge,1,1099.51,3.4114,920.9518222222222,796
Constant current-constant voltage charge,1,1099.14,3.412,922.4788222222222,801
Constant current-constant voltage charge,1,1098.95,3.4126,924.0049888888889,806
Constant current-constant voltage charge,1,1100.07,3.4133,925.5320388888889,811
Constant current-constant voltage charge,1,1099.51,3.4139,927.0595,816
Constant current-constant voltage charge,1,1099.51,3.4145,928.5865944444445,821
Constant current-constant voltage charge,1,1099.14,3.4154,930.1132277777778,826
Constant current-constant voltage charge,1,1099.14,3.4161,931.6398111111112,831
Constant current-constant voltage charge,1,1099.7,3.4167,933.166961111111,836
Constant current-constant voltage charge,1,1098.77,3.4173,934.6940611111111,841
Constant current-constant voltage charge,1,1099.51,3.4179,936.2209444444444,846
Constant current-constant voltage charge,1,1098.95,3.4185,937.7481111111111,851
Constant current-constant voltage charge,1,1099.51,3.4192,939.2747388888889,856
Constant current-constant voltage charge,1,1100.07,3.4198,940.80225,861
Constant current-constant voltage charge,1,1099.51,3.4201,942.3291444444444,866
Constant current-constant voltage charge,1,1098.95,3.421,943.8563388888889,871
Constant current-constant voltage charge,1,1099.51,3.4213,945.3827722222222,876
Constant current-constant voltage charge,1,1099.88,3.4219,946.9100166666667,881
Constant current-constant voltage charge,1,1098.77,3.4226,948.4366,886
Constant current-constant voltage charge,1,1099.51,3.4235,949.9636055555555,891
Constant current-constant voltage charge,1,1100.07,3.4241,951.4910055555556,896
Constant current-constant voltage charge,1,1098.95,3.4247,953.0182111111111,901
Constant current-constant voltage charge,1,1099.51,3.4254,954.5444222222222,906
Constant current-constant voltage charge,1,1099.51,3.426,956.0715333333333,911
Constant current-constant voltage charge,1,1099.51,3.4266,957.5986222222223,916
Constant current-constant voltage charge,1,1099.14,3.4272,959.1256222222222,921
Constant current-constant voltage charge,1,1098.77,3.4275,960.6517888888889,926
Constant current-constant voltage charge,1,1099.51,3.4281,962.1785777777777,931
Constant current-constant voltage charge,1,1099.51,3.4288,963.7055777777778,936
Constant current-constant voltage charge,1,1099.14,3.4294,965.2324666666666,941
Constant current-constant voltage charge,1,1098.77,3.43,966.7584333333333,946
Constant current-constant voltage charge,1,1098.77,3.4309,968.2846999999999,951
Constant current-constant voltage charge,1,1099.51,3.4316,969.8115888888889,956
Constant current-constant voltage charge,1,1099.51,3.4319,971.3388333333334,961
Constant current-constant voltage charge,1,1099.14,3.4325,972.8652666666667,966
Constant current-constant voltage charge,1,1099.7,3.4331,974.3924222222222,971
Constant current-constant voltage charge,1,1098.95,3.4337,975.9196666666667,976
Constant current-constant voltage charge,1,1099.51,3.4343,977.4462555555556,981
Constant current-constant voltage charge,1,1099.51,3.435,978.9733555555556,986
Constant current-constant voltage charge,1,1100.07,3.4356,980.5010777777777,991
Constant current-constant voltage charge,1,1099.14,3.4359,982.0281222222222,996
Constant current-constant voltage charge,1,1098.95,3.4368,983.5544444444445,1001
Constant current-constant voltage charge,1,1099.14,3.4375,985.0808666666667,1006
Constant current-constant voltage charge,1,1099.51,3.4381,986.6074444444445,1011
Constant current-constant voltage charge,1,1100.07,3.439,988.1352666666667,1016
Constant current-constant voltage charge,1,1099.51,3.4396,989.6627222222222,1021
Constant current-constant voltage charge,1,1099.14,3.4402,991.1896222222222,1026
Constant current-constant voltage charge,1,1098.95,3.4409,992.7163,1031
Constant current-constant voltage charge,1,1098.77,3.4415,994.2426222222223,1036
Constant current-constant voltage charge,1,1099.51,3.4421,995.7691111111111,1041
Constant current-constant voltage charge,1,1100.07,3.4427,997.2968333333333,1046
Constant current-constant voltage charge,1,1100.26,3.4433,998.8247444444444,1051
Constant current-constant voltage charge,1,1100.07,3.444,1000.3526888888889,1056
Constant current-constant voltage charge,1,1099.51,3.4446,1001.8803444444444,1061
Constant current-constant voltage charge,1,1098.77,3.4452,1003.4065222222222,1066
Constant current-constant voltage charge,1,1099.51,3.4455,1004.9335111111111,1071
Constant current-constant voltage charge,1,1098.95,3.4464,1006.4606555555556,1076
Constant current-constant voltage charge,1,1099.51,3.4471,1007.9870888888888,1081
Constant current-constant voltage charge,1,1099.7,3.4477,1009.5141444444445,1086
Constant current-constant voltage charge,1,1099.14,3.4483,1011.0417111111111,1091
Constant current-constant voltage charge,1,1098.58,3.4489,1012.5678555555555,1096
Constant current-constant voltage charge,1,1098.77,3.4492,1014.0937222222223,1101
Constant current-constant voltage charge,1,1098.58,3.4499,1015.6197333333333,1106
Constant current-constant voltage charge,1,1098.95,3.4505,1017.1457555555555,1111
Constant current-constant voltage charge,1,1100.07,3.4511,1018.6728555555555,1116
Constant current-constant voltage charge,1,1099.14,3.4517,1020.2001444444445,1121
Constant current-constant voltage charge,1,1099.51,3.4523,1021.7271444444444,1126
Constant current-constant voltage charge,1,1099.14,3.453,1023.2541444444444,1131
Constant current-constant voltage charge,1,1098.58,3.4536,1024.7801111111112,1136
Constant current-constant voltage charge,1,1099.51,3.4545,1026.3063111111112,1141
Constant current-constant voltage charge,1,1100.07,3.4551,1027.8338333333334,1146
Constant current-constant voltage charge,1,1099.51,3.4557,1029.360411111111,1151
Constant current-constant voltage charge,1,1099.51,3.4564,1030.8874,1156
Constant current-constant voltage charge,1,1098.95,3.457,1032.414611111111,1161
Constant current-constant voltage charge,1,1099.51,3.4576,1033.9414,1166
Constant current-constant voltage charge,1,1099.51,3.4582,1035.468588888889,1171
Constant current-constant voltage charge,1,1099.51,3.4588,1036.9951777777778,1176
Constant current-constant voltage charge,1,1099.51,3.4595,1038.5221777777779,1181
Constant current-constant voltage charge,1,1099.88,3.4601,1040.049522222222,1186
Constant current-constant voltage charge,1,1098.95,3.4607,1041.5765333333334,1191
Constant current-constant voltage charge,1,1098.58,3.4619,1043.102688888889,1196
Constant current-constant voltage charge,1,1099.14,3.4626,1044.6288111111112,1201
Constant current-constant voltage charge,1,1099.51,3.4632,1046.155711111111,1206
Constant current-constant voltage charge,1,1099.14,3.4638,1047.6826888888888,1211
Constant current-constant voltage charge,1,1098.95,3.4647,1049.2097333333334,1216
Constant current-constant voltage charge,1,1099.51,3.4654,1050.7363333333333,1221
Constant current-constant voltage charge,1,1099.14,3.4663,1052.2631999999999,1226
Constant current-constant voltage charge,1,1099.51,3.4669,1053.7902,1231
Constant current-constant voltage charge,1,1099.51,3.4678,1055.3173111111112,1236
Constant current-constant voltage charge,1,1100.07,3.4685,1056.8448888888888,1241
Constant current-constant voltage charge,1,1098.77,3.4697,1058.3717111111112,1246
Constant current-constant voltage charge,1,1099.51,3.4706,1059.8982888888888,1251
Constant current-constant voltage charge,1,1098.95,3.4716,1061.4251777777777,1256
Constant current-constant voltage charge,1,1099.14,3.4722,1062.9515777777779,1261
Constant current-constant voltage charge,1,1099.88,3.4731,1064.4787555555556,1266
Constant current-constant voltage charge,1,1098.95,3.474,1066.0058444444444,1271
Constant current-constant voltage charge,1,1099.51,3.475,1067.5324888888888,1276
Constant current-constant voltage charge,1,1099.14,3.4759,1069.0593777777779,1281
Constant current-constant voltage charge,1,1099.51,3.4774,1070.5863555555557,1286
Constant current-constant voltage charge,1,1099.14,3.4784,1072.1131777777778,1291
Constant current-constant voltage charge,1,1099.51,3.4793,1073.6400444444444,1296
Constant current-constant voltage charge,1,1100.07,3.4805,1075.1673777777778,1301
Constant current-constant voltage charge,1,1099.51,3.4815,1076.6944222222223,1306
Constant current-constant voltage charge,1,1099.51,3.4827,1078.2214,1311
Constant current-constant voltage charge,1,1099.14,3.484,1079.7482,1316
Constant current-constant voltage charge,1,1099.51,3.4855,1081.2749777777778,1321
Constant current-constant voltage charge,1,1100.07,3.4867,1082.802488888889,1326
Constant current-constant voltage charge,1,1099.14,3.488,1084.3291333333334,1331
Constant current-constant voltage charge,1,1099.7,3.4892,1085.8560666666667,1336
Constant current-constant voltage charge,1,1098.77,3.4908,1087.3832222222222,1341
Constant current-constant voltage charge,1,1099.51,3.492,1088.9099555555556,1346
Constant current-constant voltage charge,1,1099.51,3.4939,1090.4374,1351
Constant current-constant voltage charge,1,1099.14,3.4954,1091.9640444444444,1356
Constant current-constant voltage charge,1,1098.58,3.497,1093.490888888889,1361
Constant current-constant voltage charge,1,1099.14,3.4988,1095.0176888888889,1366
Constant current-constant voltage charge,1,1098.95,3.5007,1096.5448222222221,1371
Constant current-constant voltage charge,1,1099.14,3.5026,1098.0711555555556,1376
Constant current-constant voltage charge,1,1100.07,3.5044,1099.5986222222223,1381
Constant current-constant voltage charge,1,1098.58,3.5063,1101.125288888889,1386
Constant current-constant voltage charge,1,1099.14,3.5084,1102.6514666666667,1391
Constant current-constant voltage charge,1,1099.51,3.5106,1104.1784666666667,1396
Constant current-constant voltage charge,1,1099.51,3.5128,1105.7055555555555,1401
Constant current-constant voltage charge,1,1099.51,3.515,1107.2324666666666,1406
Constant current-constant voltage charge,1,1099.14,3.5177,1108.7594444444444,1411
Constant current-constant voltage charge,1,1100.07,3.5202,1110.2866666666666,1416
Constant current-constant voltage charge,1,1098.77,3.5227,1111.8132666666666,1421
Constant current-constant voltage charge,1,1099.14,3.5258,1113.340222222222,1426
Constant current-constant voltage charge,1,1099.14,3.5286,1114.8668444444445,1431
Constant current-constant voltage charge,1,1098.58,3.5317,1116.3937333333333,1436
Constant current-constant voltage charge,1,1099.88,3.5348,1117.9207555555556,1441
Constant current-constant voltage charge,1,1098.77,3.5379,1119.4475555555555,1446
Constant current-constant voltage charge,1,1099.14,3.5416,1120.974,1451
Constant current-constant voltage charge,1,1099.51,3.5453,1122.5010444444445,1456
Constant current-constant voltage charge,1,1099.88,3.5494,1124.0283555555557,1461
Constant current-constant voltage charge,1,1098.95,3.5531,1125.5548888888889,1466
Constant current-constant voltage charge,1,1099.51,3.5574,1127.081311111111,1471
Constant current-constant voltage charge,1,1098.77,3.5618,1128.6080444444444,1476
Constant current-constant voltage charge,1,1099.51,3.5664,1130.1348444444443,1481
Constant current-constant voltage charge,1,1099.14,3.5714,1131.6616222222221,1486
Constant current-constant voltage charge,1,1100.07,3.576,1133.1889777777778,1491
Constant current-constant voltage charge,1,1100.07,3.5816,1134.7167555555557,1496
Constant current-constant voltage charge,1,1100.07,3.5872,1136.2446222222222,1501
Constant current-constant voltage charge,1,1099.88,3.5928,1137.7724666666668,1506
Constant current-constant voltage charge,1,1084.07,3.5987,1139.2951555555555,1511
Constant current-constant voltage charge,1,1008.9200000000001,3.5987,1140.726488888889,1516
Constant current-constant voltage charge,1,975.63,3.5987,1142.0991111111111,1521
Constant current-constant voltage charge,1,941.77,3.5987,1143.425,1526
Constant current-constant voltage charge,1,909.04,3.5987,1144.7049555555554,1531
Constant current-constant voltage charge,1,882.25,3.5987,1145.9446,1536
Constant current-constant voltage charge,1,850.07,3.5987,1147.1434222222222,1541
Constant current-constant voltage charge,1,822.35,3.5987,1148.3020888888889,1546
Constant current-constant voltage charge,1,796.5,3.5987,1149.4214222222222,1551
Constant current-constant voltage charge,1,768.6,3.5987,1150.5025333333333,1556
Constant current-constant voltage charge,1,741.25,3.5987,1151.5475111111111,1561
Constant current-constant voltage charge,1,715.02,3.5987,1152.556288888889,1566
Constant current-constant voltage charge,1,691.22,3.5987,1153.530088888889,1571
Constant current-constant voltage charge,1,668.34,3.5987,1154.4712222222222,1576
Constant current-constant voltage charge,1,643.6,3.5987,1155.3780666666667,1581
Constant current-constant voltage charge,1,622.76,3.5987,1156.2532444444444,1586
Constant current-constant voltage charge,1,597.84,3.5987,1157.0970666666667,1591
Constant current-constant voltage charge,1,576.82,3.5987,1157.9106,1596
Constant current-constant voltage charge,1,557.29,3.5987,1158.6950444444444,1601
Constant current-constant voltage charge,1,534.97,3.5987,1159.4500888888888,1606
Constant current-constant voltage charge,1,515.81,3.5987,1160.1776222222222,1611
Constant current-constant voltage charge,1,497.76,3.5987,1160.8795333333333,1616
Constant current-constant voltage charge,1,479.35,3.5987,1161.5559555555556,1621
Constant current-constant voltage charge,1,462.23,3.5987,1162.2058,1626
Constant current-constant voltage charge,1,442.33,3.5987,1162.8301111111111,1631
Constant current-constant voltage charge,1,426.15,3.5987,1163.4314,1636
Constant current-constant voltage charge,1,410.15,3.5987,1164.0095999999999,1641
Constant current-constant voltage charge,1,394.9,3.5987,1164.5666666666666,1646
Constant current-constant voltage charge,1,381.69,3.5987,1165.1034444444444,1651
Constant current-constant voltage charge,1,366.07,3.5987,1165.6199333333334,1656
Constant current-constant voltage charge,1,350.81,3.5987,1166.1154222222222,1661
Constant current-constant voltage charge,1,337.42,3.5987,1166.5906666666667,1666
Constant current-constant voltage charge,1,323.28,3.5987,1167.0473333333334,1671
Constant current-constant voltage charge,1,311.38,3.5987,1167.4866444444444,1676
Constant current-constant voltage charge,1,301.71,3.5987,1167.9104,1681
Constant current-constant voltage charge,1,288.13,3.5987,1168.3171333333335,1686
Constant current-constant voltage charge,1,277.52,3.5987,1168.7088222222224,1691
Constant current-constant voltage charge,1,266.36,3.5987,1169.0866444444446,1696
Constant current-constant voltage charge,1,255.76,3.5987,1169.4489777777778,1701
Constant current-constant voltage charge,1,247.02,3.5987,1169.7974,1706
Constant current-constant voltage charge,1,236.6,3.5987,1170.1312,1711
Constant current-constant voltage charge,1,227.49,3.5987,1170.4522,1716
Constant current-constant voltage charge,1,220.23,3.5987,1170.7616666666668,1721
Constant current-constant voltage charge,1,210.19,3.5987,1171.0605333333333,1726
Constant current-constant voltage charge,1,201.82,3.5987,1171.3458666666666,1731
Constant current-constant voltage charge,1,195.49,3.5987,1171.6214,1736
Constant current-constant voltage charge,1,187.68,3.5987,1171.8852444444444,1741
Constant current-constant voltage charge,1,179.5,3.5987,1172.139111111111,1746
Constant current-constant voltage charge,1,175.03,3.5987,1172.3854000000001,1751
Constant current-constant voltage charge,1,166.1,3.5987,1172.6208444444444,1756
Constant current-constant voltage charge,1,161.64,3.5987,1172.8475777777778,1761
Constant current-constant voltage charge,1,154.57,3.5987,1173.0661111111112,1766
Constant current-constant voltage charge,1,148.06,3.5987,1173.2765111111112,1771
Constant current-constant voltage charge,1,145.08,3.5987,1173.4796888888889,1776
Constant current-constant voltage charge,1,136.16,3.5987,1173.6735777777778,1781
Constant current-constant voltage charge,1,135.04,3.5987,1173.862022222222,1786
Constant current-constant voltage charge,1,129.65,3.5987,1174.0446666666667,1791
Constant current-constant voltage charge,1,125.37,3.5987,1174.2212666666667,1796
Constant current-constant voltage charge,1,120.16,3.5987,1174.390111111111,1801
Constant current-constant voltage charge,1,114.58,3.5987,1174.5527555555554,1806
Constant current-constant voltage charge,1,108.81,3.5987,1174.7085777777777,1811
Constant current-constant voltage charge,1,107.32,3.5987,1174.8588,1816
Constant current-constant voltage charge,1,103.42,3.5987,1175.0033777777778,1821
Constant current-constant voltage charge,1,99.851,3.5987,1175.1438933333334,1826
Constant current-constant voltage charge,1,98.208,3.5987,1175.2816,1831
Constant current-constant voltage charge,1,95.045,3.5987,1175.41536,1836
Constant current-constant voltage charge,1,91.815,3.5987,1175.5447111111112,1841
Constant current-constant voltage charge,1,88.653,3.5987,1175.6696177777778,1846
Constant current-constant voltage charge,1,85.677,3.5987,1175.7902933333332,1851
Constant current-constant voltage charge,1,82.886,3.5987,1175.9069866666666,1856
Constant current-constant voltage charge,1,80.065,3.5987,1176.0196977777778,1861
Constant current-constant voltage charge,1,77.436,3.5987,1176.1286755555557,1866
Constant current-constant voltage charge,1,74.981,3.5987,1176.2342044444445,1871
Constant current-constant voltage charge,1,72.519,3.5987,1176.3364266666667,1876
Constant current-constant voltage charge,1,70.145,3.5987,1176.4351644444444,1881
Constant current-constant voltage charge,1,67.813,3.5987,1176.5306311111112,1886
Constant current-constant voltage charge,1,65.718,3.5987,1176.62304,1891
Constant current-constant voltage charge,1,63.770999999999994,3.5987,1176.7125688888889,1896
Constant current-constant voltage charge,1,61.532,3.5987,1176.7993955555555,1901
Constant current-constant voltage charge,1,59.74,3.5987,1176.883271111111,1906
Constant current-constant voltage charge,1,57.8,3.5987,1176.9646577777778,1911
Constant current-constant voltage charge,1,56.014,3.5987,1177.0433777777778,1916
Constant current-constant voltage charge,1,54.991,3.5987,1177.089528888889,1919
Constant current discharge_0,1,-4400.66,3.4412,1177.089528888889,1925
Constant current discharge_0,1,-4399.55,3.2859,1170.9786344444444,1929
Constant current discharge_0,1,-4398.06,3.2341,1164.8689705555555,1934
Constant current discharge_0,1,-4399.92,3.2108,1158.7590094444445,1939
Constant current discharge_0,1,-4399.55,3.1994,1152.6476983333334,1944
Constant current discharge_0,1,-4399.18,3.1935,1146.5376233333334,1949
Constant current discharge_0,1,-4399.18,3.1904,1140.427653888889,1954
Constant current discharge_0,1,-4400.66,3.1882,1134.3167511111112,1959
Constant current discharge_0,1,-4399.18,3.187,1128.2064733333334,1964
Constant current discharge_0,1,-4399.18,3.1857,1122.0957788888888,1969
Constant current discharge_0,1,-4399.18,3.1851,1115.9864344444445,1974
Constant current discharge_0,1,-4400.29,3.1845,1109.8760455555557,1979
Constant current discharge_0,1,-4398.06,3.1839,1103.7659788888889,1984
Constant current discharge_0,1,-4399.18,3.1832,1097.6562122222222,1989
Constant current discharge_0,1,-4400.66,3.1829,1091.545628888889,1994
Constant current discharge_0,1,-4399.18,3.1823,1085.4355511111112,1999
Constant current discharge_0,1,-4398.06,3.1817,1079.3260955555556,2004
Constant current discharge_0,1,-4399.18,3.1814,1073.2164511111112,2009
Constant current discharge_0,1,-4399.18,3.1804,1067.1064733333333,2014
Constant current discharge_0,1,-4399.18,3.1801,1060.9965066666666,2019
Constant current discharge_0,1,-4398.43,3.1795,1054.8874622222222,2024
Constant current discharge_0,1,-4400.29,3.1792,1048.7768844444445,2029
Constant current discharge_0,1,-4399.18,3.1786,1042.6666955555556,2034
Constant current discharge_0,1,-4399.18,3.1783,1036.556528888889,2039
Constant current discharge_0,1,-4399.18,3.1777,1030.4465400000001,2044
Constant current discharge_0,1,-4399.18,3.177,1024.3365733333335,2049
Constant current discharge_0,1,-4399.55,3.1767,1018.2260955555556,2054
Constant current discharge_0,1,-4399.18,3.1764,1012.1167288888889,2059
Constant current discharge_0,1,-4398.8,3.1758,1006.0061622222222,2064
Constant current discharge_0,1,-4398.8,3.1752,999.8956733333334,2069
Constant current discharge_0,1,-4399.18,3.1749,993.7863177777779,2074
Constant current discharge_0,1,-4400.29,3.1742,987.6758400000001,2079
Constant current discharge_0,1,-4398.8,3.1739,981.5663955555556,2084
Constant current discharge_0,1,-4399.18,3.173,975.4565066666667,2089
