cell_id,cycle,scenario,count
b1c0,1064,charge-high,178
b1c0,1065,charge-high,178
b1c0,1066,charge-high,180
b1c0,1067,charge-high,178
b1c0,1068,charge-high,188
b1c0,1071,charge-high,179
b1c0,1072,charge-high,180
b1c0,1085,charge-high,179
b1c0,1086,charge-high,178
b1c0,1087,charge-high,180
b1c0,1092,charge-high,181
b1c0,1095,charge-high,183
b1c0,1097,charge-high,180
b1c0,1099,charge-high,185
b1c0,1101,charge-high,179
b1c0,1109,charge-high,185
b1c0,1110,charge-high,178
b1c0,1117,charge-high,184
b1c0,1119,charge-high,182
b1c0,1121,charge-high,179
b1c0,1136,charge-high,181
b1c0,1137,charge-high,182
b1c0,1146,charge-high,180
b1c0,1148,charge-high,182
b1c0,1151,charge-high,184
b1c0,1160,charge-high,178
b1c0,1161,charge-high,178
b1c0,1162,charge-high,181
b1c0,1163,charge-high,178
b1c0,1169,charge-high,180
b1c0,1175,charge-high,178
b1c0,1180,charge-high,181
b1c0,1181,charge-high,179
b1c0,1186,charge-high,181
b1c0,1214,charge-high,178
b1c0,1233,charge-high,181
b1c0,1235,charge-high,182
b1c0,1236,charge-high,180
b1c0,1244,charge-high,178
b1c0,1263,charge-high,179
b1c0,1286,charge-high,180
b1c0,1318,charge-high,180
b1c0,1348,charge-high,179
b1c0,1370,charge-high,180
b1c0,1410,charge-high,182
b1c0,1425,charge-high,182
b1c0,1462,charge-high,181
b1c0,1501,charge-high,179
b1c0,1650,charge-high,178
b1c0,1680,charge-high,178
b1c0,1707,charge-high,178
b1c1,7,charge-high,180
b1c1,8,charge-high,182
b1c1,9,charge-high,185
b1c1,10,charge-high,182
b1c1,11,charge-high,178
b1c1,13,charge-high,178
b1c1,16,charge-high,189
b1c1,17,charge-high,179
b1c1,18,charge-high,182
b1c1,19,charge-high,179
b1c1,20,charge-high,190
b1c1,21,charge-high,181
b1c1,25,charge-high,179
b1c1,34,charge-high,179
b1c1,40,charge-high,179
b1c1,42,charge-high,179
b1c1,52,charge-high,178
b1c1,53,charge-high,181
b1c1,57,charge-high,180
b1c1,61,charge-high,179
b1c1,62,charge-high,181
b1c1,70,charge-high,178
b1c1,72,charge-high,180
b1c1,77,charge-high,181
b1c1,79,charge-high,182
b1c1,82,charge-high,179
b1c1,86,charge-high,178
b1c1,90,charge-high,182
b1c1,92,charge-high,182
b1c1,94,charge-high,178
b1c1,95,charge-high,184
b1c1,96,charge-high,179
b1c1,97,charge-high,183
b1c1,98,charge-high,183
b1c1,101,charge-high,186
b1c1,106,charge-high,178
b1c1,107,charge-high,178
b1c1,113,charge-high,180
b1c1,116,charge-high,183
b1c1,122,charge-high,180
b1c1,124,charge-high,180
b1c1,125,charge-high,185
b1c1,130,charge-high,182
b1c1,132,charge-high,179
b1c1,133,charge-high,183
b1c1,134,charge-high,181
b1c1,141,charge-high,178
b1c1,145,charge-high,181
b1c1,153,charge-high,185
b1c1,155,charge-high,195
b1c1,161,charge-high,182
b1c1,162,charge-high,179
b1c1,163,charge-high,182
b1c1,171,charge-high,179
b1c1,176,charge-high,179
b1c1,180,charge-high,178
b1c1,183,charge-high,179
b1c1,185,charge-high,181
b1c1,188,charge-high,180
b1c1,199,charge-high,178
b1c1,205,charge-high,179
b1c1,220,charge-high,181
b1c1,221,charge-high,183
b1c1,224,charge-high,180
b1c1,229,charge-high,181
b1c1,236,charge-high,180
b1c1,237,charge-high,182
b1c1,244,charge-high,179
b1c1,252,charge-high,181
b1c1,257,charge-high,180
b1c1,258,charge-high,178
b1c1,261,charge-high,180
b1c1,263,charge-high,178
b1c1,267,charge-high,180
b1c1,286,charge-high,180
b1c1,288,charge-high,179
b1c1,290,charge-high,180
b1c1,295,charge-high,179
b1c1,296,charge-high,180
b1c1,297,charge-high,178
b1c1,298,charge-high,179
b1c1,301,charge-high,178
b1c1,309,charge-high,181
b1c1,314,charge-high,184
b1c1,315,charge-high,184
b1c1,316,charge-high,187
b1c1,320,charge-high,180
b1c1,322,charge-high,179
b1c1,324,charge-high,181
b1c1,325,charge-high,178
b1c1,331,charge-high,186
b1c1,332,charge-high,178
b1c1,337,charge-high,180
b1c1,347,charge-high,184
b1c1,348,charge-high,181
b1c1,353,charge-high,185
b1c1,356,charge-high,180
b1c1,360,charge-high,179
b1c1,362,charge-high,178
b1c1,374,charge-high,180
b1c1,375,charge-high,180
b1c1,376,charge-high,182
b1c1,378,charge-high,181
b1c1,384,charge-high,181
b1c1,395,charge-high,179
b1c1,400,charge-high,178
b1c1,407,charge-high,180
b1c1,415,charge-high,180
b1c1,416,charge-high,178
b1c1,425,charge-high,181
b1c1,426,charge-high,181
b1c1,444,charge-high,178
b1c1,472,charge-high,179
b1c1,476,charge-high,185
b1c1,481,charge-high,179
b1c1,488,charge-high,178
b1c1,489,charge-high,179
b1c1,494,charge-high,190
b1c1,498,charge-high,178
b1c1,499,charge-high,178
b1c1,506,charge-high,182
b1c1,507,charge-high,182
b1c1,509,charge-high,178
b1c1,518,charge-high,183
b1c1,526,charge-high,183
b1c1,529,charge-high,185
b1c1,540,charge-high,182
b1c1,552,charge-high,178
b1c1,556,charge-high,182
b1c1,557,charge-high,182
b1c1,561,charge-high,184
b1c1,565,charge-high,180
b1c1,572,charge-high,179
b1c1,579,charge-high,181
b1c1,593,charge-high,184
b1c1,601,charge-high,178
b1c1,603,charge-high,182
b1c1,606,charge-high,178
b1c1,622,charge-high,178
b1c1,633,charge-high,178
b1c1,637,charge-high,182
b1c1,640,charge-high,181
b1c1,645,charge-high,181
b1c1,647,charge-high,181
b1c1,654,charge-high,181
b1c1,658,charge-high,178
b1c1,659,charge-high,179
b1c1,661,charge-high,181
b1c1,662,charge-high,182
b1c1,663,charge-high,183
b1c1,666,charge-high,178
b1c1,671,charge-high,180
b1c1,672,charge-high,183
b1c1,673,charge-high,178
b1c1,679,charge-high,186
b1c1,682,charge-high,180
b1c1,683,charge-high,186
b1c1,687,charge-high,179
b1c1,691,charge-high,178
b1c1,705,charge-high,180
b1c1,717,charge-high,181
b1c1,733,charge-high,179
b1c1,734,charge-high,178
b1c1,738,charge-high,178
b1c1,742,charge-high,178
b1c1,766,charge-high,178
b1c1,767,charge-high,180
b1c1,779,charge-high,178
b1c1,780,charge-high,184
b1c1,781,charge-high,180
b1c1,782,charge-high,179
b1c1,794,charge-high,183
b1c1,799,charge-high,178
b1c1,807,charge-high,183
b1c1,808,charge-high,179
b1c1,819,charge-high,178
b1c1,823,charge-high,179
b1c1,824,charge-high,178
b1c1,827,charge-high,181
b1c1,837,charge-high,178
b1c1,843,charge-high,179
b1c1,850,charge-high,179
b1c1,851,charge-high,179
b1c1,856,charge-high,178
b1c1,858,charge-high,179
b1c1,862,charge-high,178
b1c1,863,charge-high,181
b1c1,866,charge-high,180
b1c1,867,charge-high,181
b1c1,873,charge-high,178
b1c1,881,charge-high,179
b1c1,882,charge-high,180
b1c1,883,charge-high,178
b1c1,884,charge-high,179
b1c1,886,charge-high,182
b1c1,888,charge-high,183
b1c1,890,charge-high,182
b1c1,891,charge-high,178
b1c1,892,charge-high,185
b1c1,893,charge-high,182
b1c1,894,charge-high,184
b1c1,896,charge-high,180
b1c1,899,charge-high,179
b1c1,920,charge-high,179
b1c1,931,charge-high,180
b1c1,937,charge-high,181
b1c1,939,charge-high,186
b1c1,940,charge-high,180
b1c1,941,charge-high,186
b1c1,949,charge-high,180
b1c1,950,charge-high,180
b1c1,956,charge-high,185
b1c1,960,charge-high,189
b1c1,961,charge-high,184
b1c1,962,charge-high,178
b1c1,963,charge-high,179
b1c1,964,charge-high,180
b1c1,967,charge-high,178
b1c1,978,charge-high,182
b1c1,979,charge-high,180
b1c1,980,charge-high,182
b1c1,982,charge-high,179
b1c1,992,charge-high,180
b1c1,994,charge-high,178
b1c1,1006,charge-high,180
b1c1,1013,charge-high,183
b1c1,1014,charge-high,180
b1c1,1015,charge-high,183
b1c1,1021,charge-high,181
b1c1,1022,charge-high,178
b1c1,1023,charge-high,179
b1c1,1033,charge-high,183
b1c1,1035,charge-high,180
b1c1,1040,charge-high,182
b1c1,1045,charge-high,179
b1c1,1046,charge-high,180
b1c1,1047,charge-high,180
b1c1,1048,charge-high,181
b1c1,1050,charge-high,183
b1c1,1058,charge-high,180
b1c1,1059,charge-high,183
b1c1,1061,charge-high,178
b1c1,1062,charge-high,180
b1c1,1067,charge-high,181
b1c1,1068,charge-high,180
b1c1,1077,charge-high,178
b1c1,1080,charge-high,186
b1c1,1082,charge-high,178
b1c1,1085,charge-high,184
b1c1,1098,charge-high,181
b1c1,1111,charge-high,186
b1c1,1112,charge-high,180
b1c1,1116,charge-high,178
b1c1,1123,charge-high,179
b1c1,1132,charge-high,181
b1c1,1134,charge-high,185
b1c1,1136,charge-high,178
b1c1,1141,charge-high,183
b1c1,1144,charge-high,179
b1c1,1156,charge-high,182
b1c1,1169,charge-high,178
b1c1,1170,charge-high,188
b1c1,1174,charge-high,180
b1c1,1175,charge-high,181
b1c1,1183,charge-high,180
b1c1,1217,charge-high,178
b1c1,1241,charge-high,182
b1c1,1242,charge-high,182
b1c1,1254,charge-high,179
b1c1,1271,charge-high,182
b1c1,1304,charge-high,178
b1c1,1309,charge-high,182
b1c1,1310,charge-high,178
b1c1,1313,charge-high,182
b1c1,1326,charge-high,178
b1c1,1327,charge-high,178
b1c1,1337,charge-high,179
b1c1,1339,charge-high,179
b1c1,1340,charge-high,180
b1c1,1347,charge-high,178
b1c1,1358,charge-high,179
b1c1,1369,charge-high,181
b1c1,1371,charge-high,178
b1c1,1387,charge-high,182
b1c1,1400,charge-high,180
b1c1,1411,charge-high,179
b1c1,1428,charge-high,181
b1c1,1431,charge-high,181
b1c1,1432,charge-high,181
b1c1,1439,charge-high,181
b1c1,1440,charge-high,180
b1c1,1442,charge-high,178
b1c1,1450,charge-high,179
b1c1,1454,charge-high,183
b1c1,1463,charge-high,178
b1c1,1467,charge-high,180
b1c1,1481,charge-high,180
b1c1,1486,charge-high,179
b1c1,1500,charge-high,180
b1c1,1574,charge-high,181
b1c1,1589,charge-high,178
b1c1,1601,charge-high,183
b1c1,1634,charge-high,178
b1c1,1637,charge-high,182
b1c1,1638,charge-high,180
b1c1,1644,charge-high,178
b1c1,1659,charge-high,181
b1c1,1660,charge-high,179
b1c1,1665,charge-high,185
b1c1,1670,charge-high,178
b1c1,1671,charge-high,179
b1c1,1673,charge-high,178
b1c1,1676,charge-high,182
b1c1,1681,charge-high,180
b1c1,1683,charge-high,178
b1c1,1686,charge-high,178
b1c1,1722,charge-high,178
b1c1,1725,charge-high,185
b1c1,1730,charge-high,180
b1c1,1731,charge-high,181
b1c1,1733,charge-high,179
b1c1,1736,charge-high,180
b1c1,1784,charge-high,179
b1c1,1796,charge-high,180
b1c1,1799,charge-high,182
b1c1,1810,charge-high,178
b1c1,1811,charge-high,186
b1c1,1812,charge-high,182
b1c1,1816,charge-high,178
b1c1,1817,charge-high,179
b1c1,1818,charge-high,181
b1c1,1819,charge-high,178
b1c1,1823,charge-high,188
b1c1,1824,charge-high,184
b1c1,1828,charge-high,178
b1c1,1829,charge-high,178
b1c1,1830,charge-high,180
b1c1,1831,charge-high,178
b1c1,1832,charge-high,180
b1c1,1836,charge-high,179
b1c1,1838,charge-high,183
b1c1,1842,charge-high,180
b1c1,1856,charge-high,179
b1c1,1862,charge-high,181
b1c1,1866,charge-high,184
b1c1,1868,charge-high,178
b1c1,1874,charge-high,178
b1c1,1879,charge-high,183
b1c1,1881,charge-high,180
b1c1,1890,charge-high,180
b1c1,1893,charge-high,181
b1c1,1899,charge-high,182
b1c1,1900,charge-high,182
b1c1,1901,charge-high,180
b1c1,1903,charge-high,181
b1c1,1904,charge-high,179
b1c1,1905,charge-high,178
b1c1,1909,charge-high,178
b1c1,1911,charge-high,178
b1c1,1915,charge-high,179
b1c1,1917,charge-high,178
b1c1,1918,charge-high,179
b1c1,1932,charge-high,182
b1c1,1935,charge-high,178
b1c1,1939,charge-high,183
b1c1,1940,charge-high,187
b1c1,1944,charge-high,179
b1c1,1947,charge-high,179
b1c1,1950,charge-high,180
b1c1,1962,charge-high,180
b1c1,1982,charge-high,182
b1c1,1987,charge-high,181
b1c1,2010,charge-high,180
b1c1,2016,charge-high,178
b1c1,2018,charge-high,179
b1c1,2036,charge-high,178
b1c1,2058,charge-high,178
b1c1,2061,charge-high,181
b1c1,2068,charge-high,181
b1c1,2069,charge-high,179
b1c1,2077,charge-high,178
b1c1,2106,charge-high,180
b1c1,2111,charge-high,178
b1c1,2112,charge-high,179
b1c1,2135,charge-high,185
b1c1,2139,charge-high,179
b1c2,2,charge-high,179
b1c2,8,charge-high,178
b1c2,9,charge-high,178
b1c2,10,charge-high,184
b1c2,16,charge-high,181
b1c2,17,charge-high,179
b1c2,18,charge-high,179
b1c2,19,charge-high,183
b1c2,20,charge-high,178
b1c2,21,charge-high,182
b1c2,25,charge-high,184
b1c2,33,charge-high,180
b1c2,34,charge-high,184
b1c2,42,charge-high,185
b1c2,51,charge-high,178
b1c2,53,charge-high,179
b1c2,54,charge-high,178
b1c2,57,charge-high,178
b1c2,58,charge-high,178
b1c2,59,charge-high,182
b1c2,60,charge-high,180
b1c2,61,charge-high,187
b1c2,62,charge-high,178
b1c2,64,charge-high,181
b1c2,70,charge-high,183
b1c2,75,charge-high,184
b1c2,79,charge-high,179
b1c2,87,charge-high,181
b1c2,91,charge-high,178
b1c2,94,charge-high,178
b1c2,95,charge-high,184
b1c2,97,charge-high,181
b1c2,98,charge-high,187
b1c2,99,charge-high,183
b1c2,110,charge-high,180
b1c2,116,charge-high,179
b1c2,117,charge-high,183
b1c2,118,charge-high,178
b1c2,121,charge-high,191
b1c2,125,charge-high,193
b1c2,126,charge-high,179
b1c2,132,charge-high,180
b1c2,133,charge-high,184
b1c2,135,charge-high,178
b1c2,137,charge-high,181
b1c2,140,charge-high,178
b1c2,141,charge-high,179
b1c2,145,charge-high,182
b1c2,148,charge-high,178
b1c2,150,charge-high,183
b1c2,152,charge-high,90
b1c2,153,charge-high,179
b1c2,155,charge-high,180
b1c2,158,charge-high,178
b1c2,159,charge-high,179
b1c2,161,charge-high,183
b1c2,163,charge-high,181
b1c2,171,charge-high,183
b1c2,180,charge-high,179
b1c2,182,charge-high,178
b1c2,188,charge-high,183
b1c2,195,charge-high,181
b1c2,196,charge-high,183
b1c2,197,charge-high,183
b1c2,199,charge-high,183
b1c2,200,charge-high,178
b1c2,202,charge-high,182
b1c2,205,charge-high,179
b1c2,210,charge-high,181
b1c2,220,charge-high,179
b1c2,221,charge-high,182
b1c2,222,charge-high,182
b1c2,223,charge-high,190
b1c2,226,charge-high,178
b1c2,234,charge-high,178
b1c2,236,charge-high,182
b1c2,237,charge-high,178
b1c2,243,charge-high,183
b1c2,251,charge-high,180
b1c2,253,charge-high,181
b1c2,254,charge-high,193
b1c2,255,charge-high,181
b1c2,257,charge-high,182
b1c2,259,charge-high,178
b1c2,261,charge-high,181
b1c2,262,charge-high,182
b1c2,263,charge-high,181
b1c2,265,charge-high,180
b1c2,266,charge-high,180
b1c2,274,charge-high,179
b1c2,276,charge-high,179
b1c2,278,charge-high,182
b1c2,279,charge-high,183
b1c2,281,charge-high,178
b1c2,284,charge-high,179
b1c2,287,charge-high,179
b1c2,289,charge-high,181
b1c2,290,charge-high,184
b1c2,291,charge-high,178
b1c2,294,charge-high,182
b1c2,295,charge-high,180
b1c2,299,charge-high,179
b1c2,302,charge-high,185
b1c2,308,charge-high,179
b1c2,309,charge-high,181
b1c2,313,charge-high,182
b1c2,317,charge-high,183
b1c2,319,charge-high,181
b1c2,320,charge-high,178
b1c2,322,charge-high,178
b1c2,331,charge-high,180
b1c2,332,charge-high,181
b1c2,337,charge-high,191
b1c2,345,charge-high,182
b1c2,346,charge-high,181
b1c2,348,charge-high,184
b1c2,349,charge-high,181
b1c2,351,charge-high,179
b1c2,353,charge-high,180
b1c2,360,charge-high,182
b1c2,368,charge-high,180
b1c2,371,charge-high,180
b1c2,372,charge-high,178
b1c2,375,charge-high,179
b1c2,376,charge-high,182
b1c2,378,charge-high,178
b1c2,379,charge-high,188
b1c2,388,charge-high,178
b1c2,390,charge-high,180
b1c2,394,charge-high,178
b1c2,398,charge-high,179
b1c2,403,charge-high,180
b1c2,405,charge-high,179
b1c2,406,charge-high,183
b1c2,407,charge-high,185
b1c2,408,charge-high,188
b1c2,410,charge-high,180
b1c2,414,charge-high,181
b1c2,416,charge-high,181
b1c2,417,charge-high,182
b1c2,419,charge-high,178
b1c2,425,charge-high,179
b1c2,440,charge-high,179
b1c2,446,charge-high,178
b1c2,450,charge-high,183
b1c2,459,charge-high,181
b1c2,461,charge-high,179
b1c2,466,charge-high,178
b1c2,468,charge-high,179
b1c2,471,charge-high,179
b1c2,472,charge-high,183
b1c2,476,charge-high,184
b1c2,479,charge-high,179
b1c2,488,charge-high,182
b1c2,489,charge-high,178
b1c2,492,charge-high,181
b1c2,496,charge-high,178
b1c2,504,charge-high,184
b1c2,505,charge-high,178
b1c2,507,charge-high,178
b1c2,534,charge-high,178
b1c2,538,charge-high,178
b1c2,555,charge-high,178
b1c2,557,charge-high,182
b1c2,558,charge-high,185
b1c2,565,charge-high,180
b1c2,566,charge-high,179
b1c2,567,charge-high,185
b1c2,571,charge-high,178
b1c2,576,charge-high,179
b1c2,577,charge-high,190
b1c2,589,charge-high,184
b1c2,602,charge-high,185
b1c2,604,charge-high,178
b1c2,607,charge-high,181
b1c2,613,charge-high,179
b1c2,616,charge-high,179
b1c2,617,charge-high,188
b1c2,620,charge-high,180
b1c2,627,charge-high,183
b1c2,629,charge-high,181
b1c2,630,charge-high,179
b1c2,633,charge-high,178
b1c2,638,charge-high,180
b1c2,640,charge-high,180
b1c2,641,charge-high,180
b1c2,651,charge-high,185
b1c2,658,charge-high,179
b1c2,660,charge-high,184
b1c2,664,charge-high,184
b1c2,679,charge-high,180
b1c2,688,charge-high,184
b1c2,689,charge-high,185
b1c2,692,charge-high,187
b1c2,694,charge-high,179
b1c2,695,charge-high,179
b1c2,698,charge-high,178
b1c2,699,charge-high,180
b1c2,700,charge-high,180
b1c2,709,charge-high,178
b1c2,710,charge-high,182
b1c2,712,charge-high,184
b1c2,713,charge-high,180
b1c2,719,charge-high,178
b1c2,720,charge-high,184
b1c2,725,charge-high,178
b1c2,730,charge-high,182
b1c2,736,charge-high,180
b1c2,737,charge-high,178
b1c2,738,charge-high,178
b1c2,747,charge-high,181
b1c2,752,charge-high,178
b1c2,753,charge-high,180
b1c2,754,charge-high,181
b1c2,757,charge-high,178
b1c2,763,charge-high,181
b1c2,764,charge-high,183
b1c2,768,charge-high,179
b1c2,769,charge-high,179
b1c2,770,charge-high,186
b1c2,774,charge-high,188
b1c2,776,charge-high,179
b1c2,777,charge-high,180
b1c2,782,charge-high,181
b1c2,784,charge-high,178
b1c2,785,charge-high,184
b1c2,794,charge-high,178
b1c2,801,charge-high,178
b1c2,802,charge-high,178
b1c2,803,charge-high,182
b1c2,804,charge-high,183
b1c2,807,charge-high,181
b1c2,812,charge-high,179
b1c2,822,charge-high,181
b1c2,844,charge-high,178
b1c2,849,charge-high,182
b1c2,855,charge-high,179
b1c2,856,charge-high,178
b1c2,859,charge-high,181
b1c2,862,charge-high,182
b1c2,865,charge-high,183
b1c2,866,charge-high,181
b1c2,867,charge-high,187
b1c2,868,charge-high,185
b1c2,869,charge-high,185
b1c2,875,charge-high,179
b1c2,877,charge-high,181
b1c2,882,charge-high,185
b1c2,883,charge-high,183
b1c2,884,charge-high,178
b1c2,886,charge-high,180
b1c2,887,charge-high,179
b1c2,893,charge-high,180
b1c2,900,charge-high,178
b1c2,908,charge-high,181
b1c2,916,charge-high,178
b1c2,920,charge-high,182
b1c2,922,charge-high,183
b1c2,928,charge-high,178
b1c2,936,charge-high,183
b1c2,937,charge-high,182
b1c2,938,charge-high,180
b1c2,948,charge-high,184
b1c2,951,charge-high,178
b1c2,952,charge-high,180
b1c2,956,charge-high,188
b1c2,959,charge-high,182
b1c2,967,charge-high,181
b1c2,969,charge-high,184
b1c2,970,charge-high,179
b1c2,972,charge-high,182
b1c2,978,charge-high,179
b1c2,981,charge-high,178
