cell_id,cycle,scenario,feature,V_std,count,I_std,V_min,V_max
6-6,2352,charge-high,V_std,0.140140012866951,,,,
6-6,2353,charge-high,V_std,0.1406788232165286,,,,
6-6,2355,charge-high,V_std,0.1401610117199116,,,,
6-6,2356,charge-high,V_std,0.1406259506634533,,,,
6-6,2358,charge-high,V_std,0.139692208910013,,,,
6-6,2359,charge-high,V_std,0.1406016124678925,,,,
6-6,2360,charge-high,V_std,0.1397107552585721,,,,
6-6,2361,charge-high,V_std,0.1403015130477646,,,,
6-6,2362,charge-high,V_std,0.1406424105412629,,,,
6-6,2363,charge-high,V_std,0.1396645937736843,,,,
6-6,2364,charge-high,V_std,0.140140858475627,,,,
6-6,2365,charge-high,V_std,0.1407053740470288,,,,
6-6,2366,charge-high,V_std,0.1397556582038809,,,,
6-6,2367,charge-high,V_std,0.1403846589490959,,,,
6-6,2368,charge-high,V_std,0.1406961980962178,,,,
6-6,2369,charge-high,V_std,0.1398683278761033,,,,
6-6,2370,charge-high,V_std,0.1402139324644411,,,,
6-6,2371,charge-high,V_std,0.1405768102757407,,,,
6-6,2372,charge-high,V_std,0.1397255053639325,,,,
6-6,2373,charge-high,V_std,0.1403173252944117,,,,
6-6,2374,charge-high,V_std,0.1406973704924582,,,,
6-6,2375,charge-high,V_std,0.1396412106589086,,,,
6-6,2376,charge-high,V_std,0.1403038246319365,,,,
6-6,2377,charge-high,V_std,0.1405762355167596,,,,
6-6,2378,charge-high,V_std,0.1397461620281119,,,,
6-6,2379,charge-high,V_std,0.1403210795181638,,,,
6-6,2380,charge-high,V_std,0.1407893176638553,,,,
6-6,2381,charge-high,V_std,0.1397590857994286,,,,
6-6,2382,charge-high,V_std,0.1404893475880441,,,,
6-6,2383,charge-high,V_std,0.1396397909134398,,,,
6-6,2384,charge-high,V_std,0.1401855327318107,,,,
6-6,2385,charge-high,V_std,0.1405914061814003,,,,
6-6,2386,charge-high,V_std,0.1395019930448739,,,,
6-6,2387,charge-high,V_std,0.1399407958717055,,,,
6-6,2388,charge-high,V_std,0.1405253235948189,,,,
6-6,2389,charge-high,V_std,0.1395015399300564,,,,
6-6,2390,charge-high,V_std,0.1402378515803526,,,,
6-6,2391,charge-high,V_std,0.1406274940660666,,,,
6-6,2392,charge-high,V_std,0.1395469610891127,,,,
6-6,2393,charge-high,V_std,0.1399872534730238,,,,
6-6,2394,charge-high,V_std,0.140675055126773,,,,
6-6,2395,charge-high,V_std,0.1397661539915415,,,,
6-6,2396,charge-high,V_std,0.1401479935186429,,,,
6-6,2397,charge-high,V_std,0.1392699690734305,,,,
6-6,2398,charge-high,V_std,0.1397524119109242,,,,
6-6,2399,charge-high,V_std,0.1401542337218492,,,,
6-6,2400,charge-high,V_std,0.1392754451118757,,,,
6-6,2401,charge-high,V_std,0.1400498831765946,,,,
6-6,2402,charge-high,V_std,0.1393784619044749,,,,
6-6,2403,charge-high,V_std,0.139855794098268,,,,
6-6,2404,charge-high,V_std,0.1403998336950129,,,,
6-6,2405,charge-high,V_std,0.1393676469481816,,,,
6-6,2406,charge-high,V_std,0.1398491023516827,,,,
6-6,2407,charge-high,V_std,0.1401639348581533,,,,
6-6,2408,charge-high,V_std,0.1395763899623451,,,,
6-6,2409,charge-high,V_std,0.1400649321927467,,,,
6-6,2410,charge-high,V_std,0.1389991060836849,,,,
6-6,2411,charge-high,V_std,0.1394122447709077,,,,
6-6,2413,charge-high,V_std,0.1402780148925157,,,,
6-6,2414,charge-high,V_std,0.1407790453634538,,,,
6-6,2416,charge-high,V_std,0.1400428555655659,,,,
6-6,2417,charge-high,V_std,0.1405343865931966,,,,
6-6,2419,charge-high,V_std,0.1400585266020944,,,,
6-6,2420,charge-high,V_std,0.1405328857712431,,,,
6-6,2422,charge-high,V_std,0.1400021413401664,,,,
6-6,2423,charge-high,V_std,0.1403805298453594,,,,
6-6,2424,charge-high,V_std,0.1408335552548265,,,,
6-6,2426,charge-high,V_std,0.1401403040653523,,,,
6-6,2427,charge-high,V_std,0.1407040935181813,,,,
6-6,2429,charge-high,V_std,0.1401177693132134,,,,
6-6,2430,charge-high,V_std,0.1408022194128936,,,,
6-6,2432,charge-high,V_std,0.1401190203560751,,,,
6-6,2433,charge-high,V_std,0.1407474105617291,,,,
6-6,2435,charge-high,V_std,0.1401280430070112,,,,
6-6,2436,charge-high,V_std,0.1406976694962665,,,,
6-6,2437,charge-high,V_std,0.1403191561399652,,,,
6-6,2439,charge-high,V_std,0.1400086163014814,,,,
6-6,2440,charge-high,V_std,0.1405645620376641,,,,
6-6,2441,charge-high,V_std,0.1408965919752926,,,,
6-6,2442,charge-high,V_std,0.1397514223556245,,,,
6-6,2443,charge-high,V_std,0.1402763461076419,,,,
6-6,2444,charge-high,V_std,0.1407737297637476,,,,
6-6,2446,charge-high,V_std,0.1402248836091272,,,,
6-6,2447,charge-high,V_std,0.1407070105102182,,,,
6-6,2449,charge-high,V_std,0.1400632982354943,,,,
6-6,2450,charge-high,V_std,0.1405080327259057,,,,
6-6,2452,charge-high,V_std,0.1399543267635264,,,,
6-6,2453,charge-high,V_std,0.1403943667020891,,,,
6-6,2454,charge-high,V_std,0.1409179742338956,,,,
6-6,2455,charge-high,V_std,0.1396668219114945,,,,
6-6,2456,charge-high,V_std,0.1401816913446092,,,,
6-6,2457,charge-high,V_std,0.1405566464951038,,,,
6-6,2458,charge-high,V_std,0.1409301604258189,,,,
6-6,2459,charge-high,V_std,0.1398414055488657,,,,
6-6,2460,charge-high,V_std,0.140487389726868,,,,
6-6,2461,charge-high,V_std,0.1408895426456156,,,,
6-6,2462,charge-high,V_std,0.1398695366307865,,,,
6-6,2463,charge-high,V_std,0.1404461981380363,,,,
6-6,2464,charge-high,V_std,0.1409003299910849,,,,
6-6,2465,charge-high,V_std,0.1398986371952051,,,,
6-6,2466,charge-high,V_std,0.1404405910463402,,,,
6-6,2467,charge-high,V_std,0.1397684533599118,,,,
6-6,2468,charge-high,V_std,0.1404323885886225,,,,
6-8,1,charge-high,V_std,0.1389693169231945,,,,
7-2,1,charge-high,V_std,0.1377667575359206,,,,
7-2,2,charge-high,V_std,0.1717108446009206,,,,
7-2,3,charge-high,V_std,0.1715053989219856,,,,
7-2,4,charge-high,V_std,0.1722427907458605,,,,
7-2,5,charge-high,V_std,0.1710426262120019,,,,
7-2,6,charge-high,V_std,0.1702574487986218,,,,
7-2,7,charge-high,V_std,0.1702396361573051,,,,
7-2,8,charge-high,V_std,0.1705793753183435,,,,
7-2,9,charge-high,V_std,0.1691762315929542,,,,
7-2,10,charge-high,V_std,0.1691585625700932,,,,
7-2,11,charge-high,V_std,0.1694604281172895,,,,
7-2,13,charge-high,V_std,0.1690201559594813,,,,
7-5,1,charge-high,V_std,0.1394829062567716,,,,
7-5,2,charge-high,V_std,0.0638900309955008,,,,
7-5,3,charge-high,V_std,0.1700769940734004,,,,
7-5,5,charge-high,V_std,0.1693564110368927,,,,
7-5,6,charge-high,V_std,0.1696637470086897,,,,
7-5,7,charge-high,V_std,0.1690710837210234,,,,
7-5,8,charge-high,V_std,0.1690183124531062,,,,
7-5,9,charge-high,V_std,0.1702737649290892,,,,
7-5,10,charge-high,V_std,0.1699334783872229,,,,
7-5,11,charge-high,V_std,0.1695073500762717,,,,
7-5,12,charge-high,V_std,0.1702084552067457,,,,
7-5,13,charge-high,V_std,0.1706651011030231,,,,
7-5,14,charge-high,V_std,0.1692884109373876,,,,
7-5,15,charge-high,V_std,0.1698312140548523,,,,
7-5,16,charge-high,V_std,0.1702558507595373,,,,
7-5,17,charge-high,V_std,0.1696023823641866,,,,
7-5,19,charge-high,V_std,0.1690304555078297,,,,
7-8,2,charge-high,V_std,0.1690888728435995,,,,
7-8,3,charge-high,V_std,0.169107177860877,,,,
7-8,13,charge-high,V_std,0.1698054145114631,,,,
7-8,15,charge-high,V_std,0.1694845493273194,,,,
8-2,1,charge-high,V_std,0.1364312654600676,,,,
8-3,1,charge-high,V_std,0.1403391285060023,,,,
8-3,2,charge-high,V_std,0.1697196458210224,,,,
8-6,1,charge-high,V_std,0.1379083382081751,,,,
8-8,2,charge-high,V_std,0.1690581433351765,,,,
9-1,2,charge-high,V_std,0.1716802473669959,,,,
9-1,3,charge-high,V_std,0.1694780555995,,,,
9-1,6,charge-high,V_std,0.1689989904996288,,,,
9-1,7,charge-high,V_std,0.1694921073394115,,,,
9-1,8,charge-high,V_std,0.1696167309586507,,,,
9-1,10,charge-high,V_std,0.1709343545842311,,,,
9-2,1,charge-high,V_std,0.1401197761055668,,,,
9-2,2,charge-high,V_std,0.1701790935611404,,,,
9-3,1,charge-high,V_std,0.1393035497840011,,,,
9-3,2,charge-high,V_std,0.1706295141009643,,,,
9-3,3,charge-high,V_std,0.1692029350195836,,,,
9-3,10,charge-high,V_std,0.1692800105390034,,,,
9-3,12,charge-high,V_std,0.1693795903698708,,,,
9-3,13,charge-high,V_std,0.1695315974544597,,,,
9-4,1,charge-high,V_std,0.1406782311112957,,,,
9-4,2,charge-high,V_std,0.1714989476831541,,,,
9-4,3,charge-high,V_std,0.170368040361707,,,,
9-4,4,charge-high,V_std,0.1703923087485642,,,,
9-4,8,charge-high,V_std,0.1690200670946316,,,,
9-4,9,charge-high,V_std,0.1691180149312626,,,,
9-4,12,charge-high,V_std,0.1696102185503637,,,,
9-4,13,charge-high,V_std,0.1697920950088144,,,,
9-4,15,charge-high,V_std,0.1695862844333462,,,,
9-4,17,charge-high,V_std,0.1690810143930757,,,,
9-4,18,charge-high,V_std,0.1695310501069187,,,,
9-4,21,charge-high,V_std,0.1698449583861246,,,,
9-4,22,charge-high,V_std,0.1690850670200784,,,,
9-4,24,charge-high,V_std,0.1692660937066942,,,,
9-5,1,charge-high,V_std,0.1384555052644002,,,,
9-5,2,charge-high,V_std,0.1697700995390599,,,,
9-5,6,charge-high,V_std,0.1690492670772412,,,,
9-5,7,charge-high,V_std,0.1693591134429971,,,,
9-5,9,charge-high,V_std,0.1690091292576614,,,,
9-5,10,charge-high,V_std,0.168996804019285,,,,
9-6,1,charge-high,V_std,0.1387790070019916,,,,
9-6,2,charge-high,V_std,0.1699463217207715,,,,
9-7,1,charge-high,V_std,0.1357893792023617,,,,
9-7,3,charge-high,V_std,0.1689770872424749,,,,
9-8,1,charge-high,V_std,0.1377699481804599,,,,
10-2,2,charge-high,V_std,0.1701732407809489,,,,
10-2,3,charge-high,V_std,0.169352563483866,,,,
10-2,4,charge-high,V_std,0.1696266124745008,,,,
10-2,5,charge-high,V_std,0.1693003421605791,,,,
10-2,6,charge-high,V_std,0.1700565734891304,,,,
10-2,8,charge-high,V_std,0.1698482725800512,,,,
10-2,9,charge-high,V_std,0.1703659666701215,,,,
10-2,14,charge-high,V_std,0.1694998366073817,,,,
10-4,2,charge-high,V_std,0.1698205235322455,,,,
10-4,8,charge-high,V_std,0.1691249749742391,,,,
10-4,11,charge-high,V_std,0.169163548339932,,,,
10-4,14,charge-high,V_std,0.1690868807928167,,,,
10-4,15,charge-high,V_std,0.1694399239438184,,,,
10-4,20,charge-high,V_std,0.1693508285659836,,,,
10-4,21,charge-high,V_std,0.1699077503147554,,,,
10-4,24,charge-high,V_std,0.1691091869038526,,,,
10-5,14,charge-high,V_std,0.1690379490916684,,,,
10-6,1,charge-high,V_std,0.1404817126840339,,,,
10-7,2,charge-high,V_std,0.1701814127541357,,,,
10-7,14,charge-high,V_std,0.1693702889060159,,,,
10-7,15,charge-high,V_std,0.1694683899423111,,,,
3-5,2,charge-high,count,,49.0,,,
3-5,3,charge-high,count,,49.0,,,
3-5,4,charge-high,count,,49.0,,,
3-5,5,charge-high,count,,49.0,,,
3-5,6,charge-high,count,,49.0,,,
3-5,7,charge-high,count,,49.0,,,
3-5,8,charge-high,count,,49.0,,,
3-5,9,charge-high,count,,49.0,,,
3-5,10,charge-high,count,,49.0,,,
3-5,11,charge-high,count,,49.0,,,
3-5,12,charge-high,count,,49.0,,,
3-5,13,charge-high,count,,49.0,,,
3-5,14,charge-high,count,,49.0,,,
3-5,15,charge-high,count,,49.0,,,
3-5,16,charge-high,count,,49.0,,,
3-5,17,charge-high,count,,49.0,,,
3-5,18,charge-high,count,,49.0,,,
4-7,2,charge-high,count,,49.0,,,
4-7,3,charge-high,count,,49.0,,,
4-7,4,charge-high,count,,49.0,,,
4-7,5,charge-high,count,,49.0,,,
4-7,6,charge-high,count,,49.0,,,
4-7,7,charge-high,count,,49.0,,,
4-7,8,charge-high,count,,49.0,,,
4-7,9,charge-high,count,,49.0,,,
4-7,10,charge-high,count,,49.0,,,
4-7,11,charge-high,count,,49.0,,,
4-7,12,charge-high,count,,49.0,,,
4-7,13,charge-high,count,,49.0,,,
4-7,14,charge-high,count,,49.0,,,
4-7,15,charge-high,count,,49.0,,,
4-7,16,charge-high,count,,49.0,,,
4-7,17,charge-high,count,,49.0,,,
4-7,18,charge-high,count,,49.0,,,
10-6,2,charge-high,count,,49.0,,,
10-6,3,charge-high,count,,49.0,,,
10-6,4,charge-high,count,,49.0,,,
10-6,5,charge-high,count,,49.0,,,
10-6,6,charge-high,count,,49.0,,,
10-6,7,charge-high,count,,49.0,,,
10-6,8,charge-high,count,,49.0,,,
10-6,9,charge-high,count,,49.0,,,
10-6,10,charge-high,count,,49.0,,,
10-6,11,charge-high,count,,49.0,,,
10-6,12,charge-high,count,,49.0,,,
10-6,13,charge-high,count,,49.0,,,
10-6,14,charge-high,count,,49.0,,,
10-6,15,charge-high,count,,49.0,,,
10-6,16,charge-high,count,,49.0,,,
10-6,17,charge-high,count,,49.0,,,
10-6,18,charge-high,count,,49.0,,,
10-6,19,charge-high,count,,49.0,,,
10-6,20,charge-high,count,,49.0,,,
10-6,21,charge-high,count,,49.0,,,
10-6,22,charge-high,count,,49.0,,,
10-6,23,charge-high,count,,49.0,,,
10-6,24,charge-high,count,,49.0,,,
10-6,25,charge-high,count,,49.0,,,
10-6,26,charge-high,count,,49.0,,,
10-6,27,charge-high,count,,49.0,,,
10-6,28,charge-high,count,,49.0,,,
10-6,29,charge-high,count,,49.0,,,
10-6,30,charge-high,count,,49.0,,,
10-6,31,charge-high,count,,49.0,,,
10-6,32,charge-high,count,,49.0,,,
10-6,33,charge-high,count,,49.0,,,
10-6,34,charge-high,count,,49.0,,,
10-6,35,charge-high,count,,49.0,,,
10-6,36,charge-high,count,,49.0,,,
10-6,37,charge-high,count,,49.0,,,
10-6,38,charge-high,count,,49.0,,,
10-6,39,charge-high,count,,49.0,,,
10-6,40,charge-high,count,,49.0,,,
10-6,41,charge-high,count,,49.0,,,
10-6,42,charge-high,count,,49.0,,,
10-6,43,charge-high,count,,49.0,,,
10-6,44,charge-high,count,,49.0,,,
10-6,45,charge-high,count,,49.0,,,
10-6,46,charge-high,count,,49.0,,,
1-5,358,charge-high,I_std,,,0.0009435979042106,,
1-5,990,charge-high,I_std,,,0.0009565812140364,,
4-1,421,charge-high,I_std,,,0.0009191018892529,,
4-1,640,charge-high,I_std,,,0.0009205981805876,,
4-1,696,charge-high,I_std,,,0.0009857982460009,,
4-1,701,charge-high,I_std,,,0.0009199438937657,,
4-1,727,charge-high,I_std,,,0.0009655273850665,,
4-1,786,charge-high,I_std,,,0.0009528973288024,,
4-1,853,charge-high,I_std,,,0.0009207591775281,,
4-1,874,charge-high,I_std,,,0.0009400813018686,,
4-1,942,charge-high,I_std,,,0.0009255979154348,,
4-1,949,charge-high,I_std,,,0.0009149014203068,,
4-1,970,charge-high,I_std,,,0.0009558713634297,,
4-1,996,charge-high,I_std,,,0.0009228073263267,,
4-1,1067,charge-high,I_std,,,0.0009310400952242,,
4-1,1159,charge-high,I_std,,,0.0009151454204893,,
4-1,1162,charge-high,I_std,,,0.0009724177264804,,
4-1,1166,charge-high,I_std,,,0.0009255255607906,,
4-1,1172,charge-high,I_std,,,0.0009195554200497,,
4-1,1241,charge-high,I_std,,,0.0009656247869829,,
4-1,1261,charge-high,I_std,,,0.0009362324062402,,
4-1,1564,charge-high,I_std,,,0.0009454850349,,
4-1,1894,charge-high,I_std,,,0.0009569995706049,,
4-1,1902,charge-high,I_std,,,0.0009138770459207,,
4-1,1941,charge-high,I_std,,,0.0009642777867768,,
4-1,2091,charge-high,I_std,,,0.0009347092496501,,
4-2,19,charge-high,I_std,,,0.0009221336317381,,
4-2,500,charge-high,I_std,,,0.0009171782235312,,
4-2,537,charge-high,I_std,,,0.0009139935199931,,
4-2,560,charge-high,I_std,,,0.0009150433848377,,
4-2,595,charge-high,I_std,,,0.0009525762931141,,
4-2,619,charge-high,I_std,,,0.0009294918875827,,
4-2,696,charge-high,I_std,,,0.000925688496158,,
4-2,700,charge-high,I_std,,,0.0009723726579139,,
4-2,790,charge-high,I_std,,,0.0009497877487507,,
4-2,1004,charge-high,I_std,,,0.0009139210820339,,
4-2,1029,charge-high,I_std,,,0.0009989284957067,,
4-2,1108,charge-high,I_std,,,0.0009233926803272,,
4-2,1119,charge-high,I_std,,,0.0009577219533757,,
4-3,28,charge-high,I_std,,,0.0009396545772983,,
4-3,419,charge-high,I_std,,,0.0009147374740681,,
4-3,486,charge-high,I_std,,,0.0009883437834799,,
4-3,533,charge-high,I_std,,,0.0009697385275626,,
4-3,579,charge-high,I_std,,,0.0009306639915222,,
4-3,842,charge-high,I_std,,,0.0009846355646237,,
4-3,899,charge-high,I_std,,,0.0009589467713363,,
4-3,977,charge-high,I_std,,,0.0009315592112702,,
4-7,68,charge-high,I_std,,,0.0009418474140848,,
4-7,218,charge-high,I_std,,,0.0009419143589382,,
4-8,232,charge-high,I_std,,,0.0009479670540769,,
7-1,179,charge-high,I_std,,,0.0009296281527661,,
7-1,346,charge-high,I_std,,,0.0009709953307648,,
7-1,707,charge-high,I_std,,,0.0009520475319915,,
7-1,1225,charge-high,I_std,,,0.0009166157265963,,
7-3,148,charge-high,I_std,,,0.0009749928279185,,
7-3,169,charge-high,I_std,,,0.0009560025721065,,
7-3,224,charge-high,I_std,,,0.0009288529105668,,
7-3,247,charge-high,I_std,,,0.000925245808833,,
7-3,312,charge-high,I_std,,,0.0009160882472597,,
7-3,348,charge-high,I_std,,,0.0009463263899752,,
7-3,469,charge-high,I_std,,,0.0009429947459604,,
7-3,530,charge-high,I_std,,,0.0009205800762387,,
7-5,116,charge-high,I_std,,,0.0009163722062305,,
7-5,158,charge-high,I_std,,,0.0009676635794326,,
7-5,322,charge-high,I_std,,,0.0009208895972505,,
7-5,834,charge-high,I_std,,,0.0009407117442971,,
7-5,860,charge-high,I_std,,,0.0009148684842284,,
7-5,1393,charge-high,I_std,,,0.000957319015807,,
7-5,1431,charge-high,I_std,,,0.0009389415421165,,
7-5,1467,charge-high,I_std,,,0.0009315495221379,,
7-5,1567,charge-high,I_std,,,0.000947881713923,,
7-5,1666,charge-high,I_std,,,0.0009662205114847,,
7-5,1748,charge-high,I_std,,,0.0009153299836556,,
7-6,661,charge-high,I_std,,,0.0009708605138848,,
7-8,144,charge-high,I_std,,,0.0009665536686855,,
7-8,1198,charge-high,I_std,,,0.0009141436334092,,
8-5,724,charge-high,I_std,,,0.0009278216491788,,
8-5,773,charge-high,I_std,,,0.0009161575954803,,
9-2,10,charge-high,I_std,,,0.0009151304987744,,
9-2,696,charge-high,I_std,,,0.0009413590750679,,
9-2,826,charge-high,I_std,,,0.0009946938516881,,
9-2,1213,charge-high,I_std,,,0.0009305290443214,,
9-2,1282,charge-high,I_std,,,0.0009598072780899,,
9-2,1443,charge-high,I_std,,,0.0009276781551713,,
9-2,1472,charge-high,I_std,,,0.0009363803340958,,
9-2,1542,charge-high,I_std,,,0.0009311754962832,,
9-2,1543,charge-high,I_std,,,0.0009546398248146,,
9-3,44,charge-high,I_std,,,0.0009194401385841,,
9-3,70,charge-high,I_std,,,0.0009276887078392,,
9-3,188,charge-high,I_std,,,0.0009206660602245,,
9-3,216,charge-high,I_std,,,0.0009216305483841,,
9-3,239,charge-high,I_std,,,0.0009536413489287,,
9-3,252,charge-high,I_std,,,0.0009281536484815,,
9-3,267,charge-high,I_std,,,0.0009513802719374,,
9-3,270,charge-high,I_std,,,0.0009142788061801,,
9-3,343,charge-high,I_std,,,0.0009321472629841,,
9-3,358,charge-high,I_std,,,0.0009264373286733,,
9-3,383,charge-high,I_std,,,0.0009592304867623,,
9-3,394,charge-high,I_std,,,0.0009239882082935,,
9-3,433,charge-high,I_std,,,0.0009510608031291,,
9-3,499,charge-high,I_std,,,0.0009149350178872,,
9-3,566,charge-high,I_std,,,0.0009795540984978,,
9-3,585,charge-high,I_std,,,0.0009514444650362,,
9-3,587,charge-high,I_std,,,0.0009248668006981,,
9-3,709,charge-high,I_std,,,0.000924413301338,,
9-3,750,charge-high,I_std,,,0.0009246019381124,,
9-3,794,charge-high,I_std,,,0.0009319455591677,,
9-3,837,charge-high,I_std,,,0.0009134736123194,,
9-3,870,charge-high,I_std,,,0.0009521231988868,,
9-3,946,charge-high,I_std,,,0.0009552367626547,,
9-3,1014,charge-high,I_std,,,0.0009219836540583,,
9-3,1071,charge-high,I_std,,,0.0009259132969147,,
9-3,1119,charge-high,I_std,,,0.0009196737115571,,
9-3,1334,charge-high,I_std,,,0.0009276026573351,,
9-3,1428,charge-high,I_std,,,0.0009438216940947,,
9-3,1552,charge-high,I_std,,,0.0009687819142798,,
9-3,1572,charge-high,I_std,,,0.0009349147774131,,
9-3,1666,charge-high,I_std,,,0.0009558952675282,,
9-4,346,charge-high,I_std,,,0.0009444531575903,,
9-6,159,charge-high,I_std,,,0.000963328478574,,
9-6,204,charge-high,I_std,,,0.0009362689944521,,
9-6,233,charge-high,I_std,,,0.0009134658157176,,
9-6,289,charge-high,I_std,,,0.0009978373005885,,
9-6,310,charge-high,I_std,,,0.0009433064253072,,
9-6,316,charge-high,I_std,,,0.0009312301752109,,
9-6,362,charge-high,I_std,,,0.0009325416932565,,
9-6,363,charge-high,I_std,,,0.0009484397816011,,
9-6,418,charge-high,I_std,,,0.0009914939930046,,
9-6,442,charge-high,I_std,,,0.0009147892764402,,
9-6,570,charge-high,I_std,,,0.0009325154801787,,
9-6,571,charge-high,I_std,,,0.0010099724012109,,
9-6,584,charge-high,I_std,,,0.000959995873582,,
9-6,963,charge-high,I_std,,,0.0009289764252831,,
9-6,995,charge-high,I_std,,,0.0009933985871972,,
9-6,1055,charge-high,I_std,,,0.0009473579861549,,
9-6,1089,charge-high,I_std,,,0.0009290392636958,,
9-6,1593,charge-high,I_std,,,0.0009154500525965,,
9-7,334,charge-high,I_std,,,0.000915299600132,,
9-8,628,charge-high,I_std,,,0.0009669733646397,,
