cell_id,cycle,scenario,feature,V_std,count,I_std,V_min,V_max
1-4,8,charge-high,V_std,0.1670931227620562,,,,
1-4,9,charge-high,V_std,0.1672402043138713,,,,
1-4,10,charge-high,V_std,0.1680073029887073,,,,
1-4,11,charge-high,V_std,0.1680551302103249,,,,
1-4,12,charge-high,V_std,0.1688836592199682,,,,
1-4,13,charge-high,V_std,0.16953519403549,,,,
1-4,14,charge-high,V_std,0.1682922443540201,,,,
1-4,15,charge-high,V_std,0.1677265596064314,,,,
1-4,16,charge-high,V_std,0.1682023752721064,,,,
1-4,17,charge-high,V_std,0.1688147453619466,,,,
1-4,18,charge-high,V_std,0.1685788783718692,,,,
1-4,19,charge-high,V_std,0.1686518711844729,,,,
1-4,20,charge-high,V_std,0.1696725217974289,,,,
1-4,21,charge-high,V_std,0.1689217840612477,,,,
1-4,22,charge-high,V_std,0.1681204713203177,,,,
1-4,23,charge-high,V_std,0.1690414405727108,,,,
1-4,24,charge-high,V_std,0.1689260973457841,,,,
1-4,25,charge-high,V_std,0.1693978641356732,,,,
1-4,26,charge-high,V_std,0.169177677975714,,,,
1-4,27,charge-high,V_std,0.1700920988756018,,,,
1-4,28,charge-high,V_std,0.1683869520885526,,,,
1-4,29,charge-high,V_std,0.1678729466209953,,,,
1-4,30,charge-high,V_std,0.1679910733113621,,,,
1-4,31,charge-high,V_std,0.1689192962338761,,,,
1-4,32,charge-high,V_std,0.1679233583329625,,,,
1-4,33,charge-high,V_std,0.1691941242039004,,,,
1-4,34,charge-high,V_std,0.1680727436834649,,,,
1-4,35,charge-high,V_std,0.1675437423381421,,,,
1-4,36,charge-high,V_std,0.1697544939180268,,,,
1-4,37,charge-high,V_std,0.1691053702953271,,,,
1-4,38,charge-high,V_std,0.1679401223906995,,,,
1-4,39,charge-high,V_std,0.1673130828613747,,,,
1-4,40,charge-high,V_std,0.1690902913342358,,,,
1-4,41,charge-high,V_std,0.1686208029289047,,,,
1-4,42,charge-high,V_std,0.1680780933313718,,,,
1-4,43,charge-high,V_std,0.1679735766740845,,,,
1-4,44,charge-high,V_std,0.167513193786361,,,,
1-4,45,charge-high,V_std,0.1665785121288239,,,,
1-4,46,charge-high,V_std,0.1676055589897164,,,,
1-4,47,charge-high,V_std,0.166380683913874,,,,
1-4,48,charge-high,V_std,0.1686493484391643,,,,
1-4,49,charge-high,V_std,0.1667101080881432,,,,
1-4,50,charge-high,V_std,0.1669173414617727,,,,
1-4,51,charge-high,V_std,0.1671935424539412,,,,
1-4,52,charge-high,V_std,0.1669114272918186,,,,
1-4,53,charge-high,V_std,0.1676733409063402,,,,
1-4,54,charge-high,V_std,0.1676321871710894,,,,
1-4,55,charge-high,V_std,0.1673833188251044,,,,
1-4,56,charge-high,V_std,0.1678602860250804,,,,
1-4,57,charge-high,V_std,0.1678789144770553,,,,
1-4,58,charge-high,V_std,0.1676796360668949,,,,
1-4,59,charge-high,V_std,0.167612218804871,,,,
1-4,60,charge-high,V_std,0.1682426789474848,,,,
1-4,61,charge-high,V_std,0.1651181618782551,,,,
1-4,62,charge-high,V_std,0.1655907303889602,,,,
1-4,63,charge-high,V_std,0.1655791902734727,,,,
1-4,64,charge-high,V_std,0.1657648017816606,,,,
1-4,65,charge-high,V_std,0.1659666348834671,,,,
1-4,66,charge-high,V_std,0.166092081557089,,,,
1-4,67,charge-high,V_std,0.1662301153487046,,,,
1-4,68,charge-high,V_std,0.1671557695813932,,,,
1-4,69,charge-high,V_std,0.1649958474794939,,,,
1-4,70,charge-high,V_std,0.1663648677822106,,,,
1-4,71,charge-high,V_std,0.1667018881963088,,,,
1-4,73,charge-high,V_std,0.1650289286164581,,,,
1-4,74,charge-high,V_std,0.1661778588931418,,,,
1-4,78,charge-high,V_std,0.1652302607164597,,,,
1-4,79,charge-high,V_std,0.1649131190824836,,,,
1-4,80,charge-high,V_std,0.1658435058899909,,,,
1-4,81,charge-high,V_std,0.1654761664844082,,,,
1-4,82,charge-high,V_std,0.1659387028083916,,,,
1-4,83,charge-high,V_std,0.1660340368624902,,,,
1-4,90,charge-high,V_std,0.1652260873046216,,,,
1-4,93,charge-high,V_std,0.1648124423309297,,,,
1-5,1,charge-high,V_std,0.1440208303673817,,,,
1-5,2,charge-high,V_std,0.1675731468376207,,,,
1-5,3,charge-high,V_std,0.1667027556434819,,,,
1-5,4,charge-high,V_std,0.1668971228292916,,,,
1-5,5,charge-high,V_std,0.1662067288062763,,,,
1-5,6,charge-high,V_std,0.1662816678639977,,,,
1-5,7,charge-high,V_std,0.1668762968032986,,,,
1-5,8,charge-high,V_std,0.1668662645545132,,,,
1-5,9,charge-high,V_std,0.1663212565102541,,,,
1-5,10,charge-high,V_std,0.1673834469245625,,,,
1-5,11,charge-high,V_std,0.1668929949786594,,,,
1-5,12,charge-high,V_std,0.1669878450839973,,,,
1-5,13,charge-high,V_std,0.1663301402066552,,,,
1-5,14,charge-high,V_std,0.1659850562804319,,,,
1-5,15,charge-high,V_std,0.1667801493144954,,,,
1-5,16,charge-high,V_std,0.1667011144912293,,,,
1-5,17,charge-high,V_std,0.1665587456542932,,,,
1-5,18,charge-high,V_std,0.1668713131506924,,,,
1-5,19,charge-high,V_std,0.1673977688493074,,,,
1-5,20,charge-high,V_std,0.1672259911569038,,,,
1-5,21,charge-high,V_std,0.1667033783835148,,,,
1-5,22,charge-high,V_std,0.1660547283088004,,,,
1-5,23,charge-high,V_std,0.1654902439195811,,,,
1-5,24,charge-high,V_std,0.1659666350785511,,,,
1-5,25,charge-high,V_std,0.1656102612208755,,,,
1-5,26,charge-high,V_std,0.1659326870812323,,,,
1-5,27,charge-high,V_std,0.1668950384449439,,,,
1-5,28,charge-high,V_std,0.1665120598566537,,,,
1-5,29,charge-high,V_std,0.1677827714073426,,,,
1-5,30,charge-high,V_std,0.1657440135837578,,,,
1-5,31,charge-high,V_std,0.1652283249656451,,,,
1-5,32,charge-high,V_std,0.1653557080508982,,,,
1-5,33,charge-high,V_std,0.1668326285756081,,,,
1-5,34,charge-high,V_std,0.165639215980064,,,,
1-5,35,charge-high,V_std,0.1668515485969345,,,,
1-5,36,charge-high,V_std,0.1667305504331272,,,,
1-5,37,charge-high,V_std,0.1657861485439259,,,,
1-5,38,charge-high,V_std,0.1652416484347342,,,,
1-5,39,charge-high,V_std,0.1669001770600699,,,,
1-5,40,charge-high,V_std,0.1667828430459952,,,,
1-5,41,charge-high,V_std,0.1653096566475883,,,,
1-5,42,charge-high,V_std,0.1653922192508285,,,,
1-5,43,charge-high,V_std,0.1652834316975223,,,,
1-5,44,charge-high,V_std,0.1648390010365256,,,,
1-5,45,charge-high,V_std,0.1669736226932285,,,,
1-5,46,charge-high,V_std,0.1667881756635211,,,,
1-5,48,charge-high,V_std,0.1664193830495086,,,,
1-5,49,charge-high,V_std,0.1659825667093802,,,,
1-5,54,charge-high,V_std,0.1654944565057544,,,,
1-5,55,charge-high,V_std,0.1657797716888359,,,,
1-5,56,charge-high,V_std,0.1653771834692166,,,,
1-5,57,charge-high,V_std,0.1660918510304566,,,,
1-5,66,charge-high,V_std,0.164992223599443,,,,
1-5,68,charge-high,V_std,0.1651379895622741,,,,
1-6,1,charge-high,V_std,0.1347969583568913,,,,
1-7,1,charge-high,V_std,0.1423160581163623,,,,
1-8,1,charge-high,V_std,0.1422187682370119,,,,
2-2,1,charge-high,V_std,0.1380215869737219,,,,
2-3,2,charge-high,V_std,0.1697264249564646,,,,
2-3,3,charge-high,V_std,0.1686285951189401,,,,
2-3,4,charge-high,V_std,0.1678519395296484,,,,
2-3,5,charge-high,V_std,0.1684253544575595,,,,
2-3,6,charge-high,V_std,0.1675992897207312,,,,
2-3,7,charge-high,V_std,0.1672106709046549,,,,
2-3,8,charge-high,V_std,0.1672301849117136,,,,
2-3,9,charge-high,V_std,0.1668955278753503,,,,
2-3,10,charge-high,V_std,0.1674532807945059,,,,
2-3,11,charge-high,V_std,0.1674157333424275,,,,
2-3,12,charge-high,V_std,0.1684783488561735,,,,
2-3,13,charge-high,V_std,0.167510262929959,,,,
2-3,14,charge-high,V_std,0.1685354039561984,,,,
2-3,15,charge-high,V_std,0.1687867732639681,,,,
2-3,16,charge-high,V_std,0.1686917145308013,,,,
2-3,17,charge-high,V_std,0.1686351037161758,,,,
2-3,18,charge-high,V_std,0.1683004649800126,,,,
2-3,19,charge-high,V_std,0.1682958325190889,,,,
2-3,20,charge-high,V_std,0.1683743856879118,,,,
2-3,21,charge-high,V_std,0.1682960636820684,,,,
2-3,22,charge-high,V_std,0.1692392436496906,,,,
2-3,23,charge-high,V_std,0.1673924090644373,,,,
2-3,24,charge-high,V_std,0.1674951670088508,,,,
2-3,25,charge-high,V_std,0.167274664700034,,,,
2-3,26,charge-high,V_std,0.1684136570738599,,,,
2-3,27,charge-high,V_std,0.1690335438194745,,,,
2-3,28,charge-high,V_std,0.1667762249930778,,,,
2-3,29,charge-high,V_std,0.1682611542006977,,,,
2-3,30,charge-high,V_std,0.1677286768778032,,,,
2-3,31,charge-high,V_std,0.1675402386946749,,,,
2-3,32,charge-high,V_std,0.1673674576872456,,,,
2-3,33,charge-high,V_std,0.168770147568974,,,,
2-3,34,charge-high,V_std,0.1667291046258112,,,,
2-3,35,charge-high,V_std,0.1667151097159029,,,,
2-3,36,charge-high,V_std,0.1687578233222683,,,,
2-3,37,charge-high,V_std,0.1670848957466802,,,,
2-3,38,charge-high,V_std,0.1687650338251326,,,,
2-3,39,charge-high,V_std,0.1663026030236235,,,,
2-3,40,charge-high,V_std,0.166052072096522,,,,
2-3,41,charge-high,V_std,0.1661961756958059,,,,
2-3,42,charge-high,V_std,0.1682868533876806,,,,
2-3,43,charge-high,V_std,0.167099706535183,,,,
2-3,44,charge-high,V_std,0.1670754663112099,,,,
2-3,45,charge-high,V_std,0.1655883223469798,,,,
2-3,46,charge-high,V_std,0.1681033489269147,,,,
2-3,47,charge-high,V_std,0.1663309089634146,,,,
2-3,48,charge-high,V_std,0.1651163237539758,,,,
2-3,49,charge-high,V_std,0.1675331957109541,,,,
2-3,50,charge-high,V_std,0.1653409664871048,,,,
2-3,51,charge-high,V_std,0.1667484200724844,,,,
2-3,52,charge-high,V_std,0.1664137872432564,,,,
2-3,53,charge-high,V_std,0.166267795706179,,,,
2-3,54,charge-high,V_std,0.1671127801391815,,,,
2-3,59,charge-high,V_std,0.165063806909711,,,,
2-3,60,charge-high,V_std,0.1649453127773431,,,,
2-3,62,charge-high,V_std,0.1651679154838278,,,,
2-3,63,charge-high,V_std,0.1654456640194317,,,,
2-3,64,charge-high,V_std,0.1654206348630148,,,,
2-3,65,charge-high,V_std,0.1665363405655194,,,,
2-3,66,charge-high,V_std,0.1661338300902695,,,,
2-3,67,charge-high,V_std,0.1658673407209925,,,,
2-3,68,charge-high,V_std,0.1661259105313232,,,,
2-3,71,charge-high,V_std,0.1653751154675672,,,,
2-3,76,charge-high,V_std,0.1648245491929258,,,,
2-3,84,charge-high,V_std,0.164808701681256,,,,
2-3,1630,charge-high,V_std,0.1442185436527956,,,,
2-3,1634,charge-high,V_std,0.1442453728290186,,,,
2-3,1676,charge-high,V_std,0.1443834771303626,,,,
2-3,1686,charge-high,V_std,0.1442525503612129,,,,
2-3,1690,charge-high,V_std,0.1444808944089368,,,,
2-3,1692,charge-high,V_std,0.1442864531805691,,,,
2-3,1694,charge-high,V_std,0.1439070040046255,,,,
2-3,1696,charge-high,V_std,0.1444556361842515,,,,
2-3,1698,charge-high,V_std,0.1442750884347576,,,,
2-3,1708,charge-high,V_std,0.1444932560352992,,,,
2-3,1710,charge-high,V_std,0.1437799655723982,,,,
2-3,1712,charge-high,V_std,0.1439092150716543,,,,
2-3,1714,charge-high,V_std,0.1439622413844839,,,,
2-3,1730,charge-high,V_std,0.1442838578880493,,,,
2-3,1732,charge-high,V_std,0.1444667361323688,,,,
2-3,1734,charge-high,V_std,0.1442064033124137,,,,
2-3,1736,charge-high,V_std,0.1439767158462865,,,,
2-3,1738,charge-high,V_std,0.1441770339174852,,,,
2-3,1740,charge-high,V_std,0.1442101569867784,,,,
2-3,1745,charge-high,V_std,0.144274851201017,,,,
2-3,1749,charge-high,V_std,0.1443392302700758,,,,
2-3,1751,charge-high,V_std,0.1440842467727379,,,,
2-4,1,charge-high,V_std,0.1421487997393754,,,,
2-5,1,charge-high,V_std,0.1406690818530212,,,,
2-5,2,charge-high,V_std,0.1671092614310728,,,,
2-5,3,charge-high,V_std,0.1664157010197466,,,,
2-5,4,charge-high,V_std,0.1667548260171201,,,,
2-5,5,charge-high,V_std,0.1662498145289728,,,,
2-5,6,charge-high,V_std,0.1669888148645144,,,,
2-5,7,charge-high,V_std,0.1669790675069999,,,,
2-5,8,charge-high,V_std,0.1663237885792137,,,,
2-5,9,charge-high,V_std,0.1663702536353359,,,,
2-5,10,charge-high,V_std,0.1660425527207096,,,,
2-5,11,charge-high,V_std,0.1660773266873402,,,,
2-5,12,charge-high,V_std,0.1652157347256158,,,,
2-5,13,charge-high,V_std,0.1653815107503174,,,,
2-5,14,charge-high,V_std,0.1663283760709563,,,,
2-5,15,charge-high,V_std,0.1661253939701547,,,,
2-5,16,charge-high,V_std,0.1663432420946649,,,,
2-5,17,charge-high,V_std,0.1666268384264561,,,,
2-5,18,charge-high,V_std,0.1654147904094929,,,,
2-5,19,charge-high,V_std,0.1660836617527521,,,,
2-5,20,charge-high,V_std,0.1655990705149387,,,,
2-5,21,charge-high,V_std,0.1661357369434154,,,,
2-5,23,charge-high,V_std,0.1653650169606999,,,,
2-5,24,charge-high,V_std,0.1658792304741094,,,,
2-5,25,charge-high,V_std,0.1657329010383469,,,,
2-5,27,charge-high,V_std,0.1648750264247905,,,,
2-5,28,charge-high,V_std,0.1652939879750154,,,,
2-5,30,charge-high,V_std,0.1648271991174929,,,,
2-5,31,charge-high,V_std,0.1654124710758504,,,,
2-5,32,charge-high,V_std,0.1654166377720327,,,,
2-5,38,charge-high,V_std,0.1655474833716713,,,,
2-5,41,charge-high,V_std,0.1650972349943366,,,,
2-5,42,charge-high,V_std,0.1652383315871863,,,,
2-5,728,charge-high,V_std,0.1444763179389021,,,,
2-5,753,charge-high,V_std,0.1444196358085959,,,,
2-5,762,charge-high,V_std,0.144385592471686,,,,
2-5,765,charge-high,V_std,0.1443136732995809,,,,
2-5,767,charge-high,V_std,0.1443219293114431,,,,
2-5,770,charge-high,V_std,0.1441182816020085,,,,
2-5,773,charge-high,V_std,0.1443554458264611,,,,
2-5,776,charge-high,V_std,0.1443228862789127,,,,
2-5,780,charge-high,V_std,0.1439890265137161,,,,
2-5,783,charge-high,V_std,0.1437855427483341,,,,
2-5,786,charge-high,V_std,0.144316469760299,,,,
2-5,788,charge-high,V_std,0.1441073247688983,,,,
2-5,789,charge-high,V_std,0.1444715216776588,,,,
2-5,791,charge-high,V_std,0.1441716306764817,,,,
2-5,793,charge-high,V_std,0.1439179358108711,,,,
2-5,794,charge-high,V_std,0.1444384708081296,,,,
2-5,796,charge-high,V_std,0.143912633111177,,,,
2-5,797,charge-high,V_std,0.1444803269781769,,,,
2-5,799,charge-high,V_std,0.1440765874297563,,,,
2-5,801,charge-high,V_std,0.14373357844476,,,,
2-5,802,charge-high,V_std,0.1443768140307814,,,,
2-5,814,charge-high,V_std,0.1442136681017563,,,,
2-5,823,charge-high,V_std,0.1443460479616156,,,,
2-5,828,charge-high,V_std,0.1443011459618395,,,,
2-5,833,charge-high,V_std,0.144095418061741,,,,
2-5,838,charge-high,V_std,0.1444574292973892,,,,
2-5,840,charge-high,V_std,0.1443708897178008,,,,
2-5,842,charge-high,V_std,0.1440359758744639,,,,
2-5,847,charge-high,V_std,0.1441635862862655,,,,
2-5,849,charge-high,V_std,0.1443677129579721,,,,
2-5,852,charge-high,V_std,0.1443913144343809,,,,
2-5,854,charge-high,V_std,0.1444198012176302,,,,
2-5,856,charge-high,V_std,0.1440768778685639,,,,
2-5,859,charge-high,V_std,0.144381630964768,,,,
2-5,861,charge-high,V_std,0.1441017061020092,,,,
2-5,862,charge-high,V_std,0.1444813486188526,,,,
2-5,864,charge-high,V_std,0.1437117041045433,,,,
2-5,866,charge-high,V_std,0.1440519792018243,,,,
2-5,868,charge-high,V_std,0.1440341470514574,,,,
2-5,870,charge-high,V_std,0.1437986829345282,,,,
2-5,871,charge-high,V_std,0.144315646278369,,,,
2-5,873,charge-high,V_std,0.1441295546748763,,,,
2-5,874,charge-high,V_std,0.1444465494381894,,,,
2-5,875,charge-high,V_std,0.1438196879104596,,,,
2-5,876,charge-high,V_std,0.1443591008360497,,,,
2-5,877,charge-high,V_std,0.1438177221176929,,,,
2-5,878,charge-high,V_std,0.1441463916043116,,,,
2-5,880,charge-high,V_std,0.1439342515083154,,,,
2-5,881,charge-high,V_std,0.1444365712638835,,,,
2-5,882,charge-high,V_std,0.1433691875246387,,,,
2-5,883,charge-high,V_std,0.1442888212283787,,,,
2-5,884,charge-high,V_std,0.1436560462644685,,,,
2-5,885,charge-high,V_std,0.1440779924937256,,,,
2-5,887,charge-high,V_std,0.1436589993130388,,,,
2-5,889,charge-high,V_std,0.1435545485480239,,,,
2-5,891,charge-high,V_std,0.143572991893188,,,,
2-5,892,charge-high,V_std,0.1442058376289662,,,,
2-5,893,charge-high,V_std,0.1432256679000391,,,,
2-5,894,charge-high,V_std,0.143755380063943,,,,
2-5,895,charge-high,V_std,0.1444916125308101,,,,
2-5,896,charge-high,V_std,0.1435561783263131,,,,
2-5,897,charge-high,V_std,0.1440612962359104,,,,
2-5,898,charge-high,V_std,0.1433626073001364,,,,
2-5,903,charge-high,V_std,0.1443253295298592,,,,
2-5,907,charge-high,V_std,0.1442550938357497,,,,
2-5,909,charge-high,V_std,0.1441138130851835,,,,
2-5,912,charge-high,V_std,0.1444562020298126,,,,
2-5,914,charge-high,V_std,0.1438915155382777,,,,
2-5,916,charge-high,V_std,0.143898001096305,,,,
2-5,919,charge-high,V_std,0.144393201439511,,,,
2-5,921,charge-high,V_std,0.1442459481191083,,,,
2-5,923,charge-high,V_std,0.1442819793355206,,,,
2-5,925,charge-high,V_std,0.1438720005726635,,,,
2-5,928,charge-high,V_std,0.14421417190432,,,,
2-5,930,charge-high,V_std,0.1439311406329514,,,,
2-5,931,charge-high,V_std,0.1437951103344531,,,,
2-5,933,charge-high,V_std,0.1437453376974575,,,,
2-5,935,charge-high,V_std,0.1439992014713631,,,,
2-5,936,charge-high,V_std,0.1439499372664829,,,,
2-5,937,charge-high,V_std,0.1440775425113072,,,,
2-5,939,charge-high,V_std,0.1439444801930549,,,,
2-5,941,charge-high,V_std,0.1440413032736808,,,,
2-5,943,charge-high,V_std,0.1437716755662323,,,,
2-5,945,charge-high,V_std,0.1436315951382258,,,,
2-5,946,charge-high,V_std,0.1440521674644971,,,,
2-5,947,charge-high,V_std,0.1437530197774013,,,,
2-5,948,charge-high,V_std,0.1442439841075513,,,,
2-5,950,charge-high,V_std,0.1439374056876723,,,,
2-5,952,charge-high,V_std,0.1437385430429067,,,,
2-5,954,charge-high,V_std,0.1438628408436652,,,,
2-5,955,charge-high,V_std,0.1440754054348607,,,,
2-5,956,charge-high,V_std,0.1436690976583038,,,,
2-5,957,charge-high,V_std,0.1444693149966793,,,,
2-5,958,charge-high,V_std,0.1436682246722907,,,,
2-5,959,charge-high,V_std,0.1442410825328342,,,,
2-5,960,charge-high,V_std,0.1436205850114265,,,,
2-5,961,charge-high,V_std,0.1443816591115536,,,,
2-5,962,charge-high,V_std,0.1436928029156509,,,,
2-5,963,charge-high,V_std,0.1442993372954374,,,,
2-5,964,charge-high,V_std,0.1438605231533349,,,,
2-5,965,charge-high,V_std,0.143610056674485,,,,
2-5,966,charge-high,V_std,0.1439529392527717,,,,
2-5,968,charge-high,V_std,0.1439606936107146,,,,
2-5,969,charge-high,V_std,0.1444685498309023,,,,
2-5,970,charge-high,V_std,0.1438428237314062,,,,
2-5,972,charge-high,V_std,0.1439968189858678,,,,
2-5,973,charge-high,V_std,0.1444339253945486,,,,
2-5,974,charge-high,V_std,0.1437307272340174,,,,
2-5,975,charge-high,V_std,0.1444075405942771,,,,
2-5,976,charge-high,V_std,0.1435073751397892,,,,
2-5,977,charge-high,V_std,0.1443418767303819,,,,
2-5,978,charge-high,V_std,0.1438110657145382,,,,
2-5,979,charge-high,V_std,0.1439133857483763,,,,
2-5,980,charge-high,V_std,0.143681955687706,,,,
2-5,981,charge-high,V_std,0.1444287746227336,,,,
2-5,982,charge-high,V_std,0.1437406636204549,,,,
2-5,983,charge-high,V_std,0.1442788255005039,,,,
2-5,984,charge-high,V_std,0.1435181236111943,,,,
2-5,988,charge-high,V_std,0.1443336553854404,,,,
2-5,996,charge-high,V_std,0.144470983689477,,,,
2-5,999,charge-high,V_std,0.1441256716576517,,,,
2-5,1001,charge-high,V_std,0.144279602481805,,,,
2-5,1003,charge-high,V_std,0.1440837515528328,,,,
2-5,1005,charge-high,V_std,0.143846324605685,,,,
2-5,1007,charge-high,V_std,0.1440647706673491,,,,
2-5,1009,charge-high,V_std,0.1440920679457123,,,,
2-5,1011,charge-high,V_std,0.1441549685857158,,,,
2-5,1013,charge-high,V_std,0.1443306227391,,,,
2-5,1015,charge-high,V_std,0.1440363073886367,,,,
2-5,1017,charge-high,V_std,0.1444012617140701,,,,
2-5,1019,charge-high,V_std,0.1439331913218857,,,,
2-5,1021,charge-high,V_std,0.1441081787390541,,,,
2-5,1023,charge-high,V_std,0.1439157817961602,,,,
2-5,1025,charge-high,V_std,0.1439752620978821,,,,
2-5,1027,charge-high,V_std,0.1440647486197501,,,,
2-5,1029,charge-high,V_std,0.1436828915595837,,,,
2-5,1031,charge-high,V_std,0.1440349521105456,,,,
2-5,1032,charge-high,V_std,0.1431597393401815,,,,
2-5,1033,charge-high,V_std,0.1442537585832155,,,,
2-5,1034,charge-high,V_std,0.1439465320072806,,,,
2-5,1036,charge-high,V_std,0.1441029519573437,,,,
2-5,1037,charge-high,V_std,0.1433226565194592,,,,
2-5,1038,charge-high,V_std,0.1440321019906539,,,,
2-5,1039,charge-high,V_std,0.1435291713179964,,,,
2-5,1040,charge-high,V_std,0.1442081961600781,,,,
2-5,1041,charge-high,V_std,0.1434980437416911,,,,
2-5,1042,charge-high,V_std,0.144038367195546,,,,
2-5,1043,charge-high,V_std,0.1436225301945596,,,,
2-5,1044,charge-high,V_std,0.144492654413597,,,,
2-5,1045,charge-high,V_std,0.1438916333698598,,,,
2-5,1046,charge-high,V_std,0.1442345084558032,,,,
2-5,1047,charge-high,V_std,0.1437688289563742,,,,
2-5,1048,charge-high,V_std,0.1442682522781246,,,,
2-5,1049,charge-high,V_std,0.1438252178014726,,,,
2-5,1050,charge-high,V_std,0.1443239166703735,,,,
2-5,1051,charge-high,V_std,0.1438772160826456,,,,
2-5,1052,charge-high,V_std,0.1432531102047468,,,,
2-5,1053,charge-high,V_std,0.1440570705773699,,,,
2-5,1054,charge-high,V_std,0.1431269248219019,,,,
2-5,1055,charge-high,V_std,0.1439458498613547,,,,
2-5,1056,charge-high,V_std,0.1431609271110035,,,,
2-5,1057,charge-high,V_std,0.1439959464351118,,,,
2-5,1058,charge-high,V_std,0.1432338717819253,,,,
2-5,1059,charge-high,V_std,0.1440085011513075,,,,
2-5,1060,charge-high,V_std,0.1434128774883454,,,,
