cell_id,cycle,scenario,feature,V_std,count,I_std,T_std,V_min,V_max
b2c6,117,charge-high,V_std,0.2026584969097675,,,,,
b2c6,122,charge-high,V_std,0.2202197995207504,,,,,
b2c6,143,charge-high,V_std,0.2283706518834004,,,,,
b2c6,160,charge-high,V_std,0.1816019969395199,,,,,
b2c6,161,charge-high,V_std,0.1949531740967358,,,,,
b2c6,163,charge-high,V_std,0.191064616113412,,,,,
b2c6,164,charge-high,V_std,0.2172921508477643,,,,,
b2c6,168,charge-high,V_std,0.219659919667077,,,,,
b2c6,170,charge-high,V_std,0.2151118524256117,,,,,
b2c6,171,charge-high,V_std,0.2152275427972298,,,,,
b2c6,172,charge-high,V_std,0.2087084537591435,,,,,
b2c6,173,charge-high,V_std,0.2274361571212488,,,,,
b2c6,175,charge-high,V_std,0.2233692944217977,,,,,
b2c6,176,charge-high,V_std,0.2242284757672146,,,,,
b2c6,177,charge-high,V_std,0.2112544598510263,,,,,
b2c6,178,charge-high,V_std,0.2014870244086819,,,,,
b2c6,179,charge-high,V_std,0.1980143673391535,,,,,
b2c6,180,charge-high,V_std,0.1853639671344848,,,,,
b2c6,181,charge-high,V_std,0.1933203753918872,,,,,
b2c6,182,charge-high,V_std,0.2296033390551708,,,,,
b2c6,184,charge-high,V_std,0.2169773249845819,,,,,
b2c6,185,charge-high,V_std,0.2199600207768209,,,,,
b2c6,186,charge-high,V_std,0.2252638834217358,,,,,
b2c6,187,charge-high,V_std,0.2232339422083049,,,,,
b2c6,190,charge-high,V_std,0.2088871487533353,,,,,
b2c6,198,charge-high,V_std,0.2167632790289165,,,,,
b2c6,294,charge-high,V_std,0.2190458495243738,,,,,
b2c6,295,charge-high,V_std,0.2105165110294676,,,,,
b2c6,296,charge-high,V_std,0.1820206240075113,,,,,
b2c6,297,charge-high,V_std,0.1736101757065793,,,,,
b2c6,298,charge-high,V_std,0.1889086035955337,,,,,
b2c6,299,charge-high,V_std,0.2063536460407793,,,,,
b2c6,300,charge-high,V_std,0.2248245007880268,,,,,
b2c6,301,charge-high,V_std,0.2133088949050815,,,,,
b2c6,302,charge-high,V_std,0.2081046575023478,,,,,
b2c6,303,charge-high,V_std,0.2079916181482629,,,,,
b2c6,304,charge-high,V_std,0.2237928778250645,,,,,
b2c6,305,charge-high,V_std,0.2271020188916257,,,,,
b2c6,306,charge-high,V_std,0.2108894434391827,,,,,
b2c44,403,charge-high,V_std,0.2296315018501665,,,,,
b2c44,404,charge-high,V_std,0.212945375881861,,,,,
b2c44,414,charge-high,V_std,0.2297724282236617,,,,,
b2c44,415,charge-high,V_std,0.2270953249924202,,,,,
b2c44,418,charge-high,V_std,0.2278800760664147,,,,,
b2c44,419,charge-high,V_std,0.2249988069718593,,,,,
b2c44,422,charge-high,V_std,0.2147036830123037,,,,,
b2c46,247,charge-high,V_std,0.2166206813243968,,,,,
b2c46,342,charge-high,V_std,0.2275371892901682,,,,,
b2c46,343,charge-high,V_std,0.2264311096178258,,,,,
b2c46,347,charge-high,V_std,0.2272424944680859,,,,,
b2c46,351,charge-high,V_std,0.2141560496681074,,,,,
b2c46,352,charge-high,V_std,0.2237021265443569,,,,,
b2c46,364,charge-high,V_std,0.2249058288421092,,,,,
b2c46,365,charge-high,V_std,0.215366077834068,,,,,
b2c46,367,charge-high,V_std,0.2125901204710658,,,,,
b2c46,368,charge-high,V_std,0.2239723571285671,,,,,
b2c46,373,charge-high,V_std,0.2169519684629443,,,,,
b2c46,389,charge-high,V_std,0.2156076940243248,,,,,
b2c46,390,charge-high,V_std,0.2272980192379194,,,,,
b2c46,392,charge-high,V_std,0.2212088999180708,,,,,
b2c46,393,charge-high,V_std,0.2269767545284098,,,,,
b2c46,394,charge-high,V_std,0.2121590148487368,,,,,
b2c46,395,charge-high,V_std,0.2222667854788748,,,,,
b2c46,396,charge-high,V_std,0.2206558074166623,,,,,
b2c46,397,charge-high,V_std,0.2208252416405713,,,,,
b2c46,398,charge-high,V_std,0.2261089027696873,,,,,
b2c46,399,charge-high,V_std,0.2170912099457963,,,,,
b2c46,401,charge-high,V_std,0.2297717102773218,,,,,
b2c46,402,charge-high,V_std,0.2231157488182194,,,,,
b2c46,413,charge-high,V_std,0.2287192618730474,,,,,
b2c46,415,charge-high,V_std,0.2181694846242286,,,,,
b2c46,417,charge-high,V_std,0.2227452973166251,,,,,
b2c46,418,charge-high,V_std,0.2295949145077264,,,,,
b2c46,421,charge-high,V_std,0.2275301325503818,,,,,
b2c46,428,charge-high,V_std,0.2287932275753583,,,,,
b2c46,446,charge-high,V_std,0.2264117895499849,,,,,
b2c46,447,charge-high,V_std,0.229107858188094,,,,,
b2c47,3,charge-high,V_std,0.2267134328927254,,,,,
b3c37,1,charge-high,V_std,0.1858493396253521,,,,,
b3c37,13,charge-high,V_std,0.1462088416910572,,,,,
b3c37,16,charge-high,V_std,0.1558231769940271,,,,,
b3c37,61,charge-high,V_std,0.1516791804969088,,,,,
b3c37,357,charge-high,V_std,0.1547956006107251,,,,,
b3c37,367,charge-high,V_std,0.1549550855644187,,,,,
b3c37,594,charge-high,V_std,0.1518116831673127,,,,,
b3c37,597,charge-high,V_std,0.1464977987400443,,,,,
b3c37,598,charge-high,V_std,0.1301861276028392,,,,,
b3c37,619,charge-high,V_std,0.1553329897785803,,,,,
b3c37,620,charge-high,V_std,0.1600240023471375,,,,,
b3c37,621,charge-high,V_std,0.1605584665077923,,,,,
b3c37,630,charge-high,V_std,0.1543991826039133,,,,,
b3c37,631,charge-high,V_std,0.1518481858888477,,,,,
b3c37,845,charge-high,V_std,0.1388241328496121,,,,,
b3c37,848,charge-high,V_std,0.1651176519752437,,,,,
b3c37,1059,charge-high,V_std,0.1494061165610554,,,,,
b3c37,1060,charge-high,V_std,0.1442302521412696,,,,,
b3c37,1061,charge-high,V_std,0.1562203335684167,,,,,
b3c37,1062,charge-high,V_std,0.1854346807273006,,,,,
b3c37,1063,charge-high,V_std,0.2249392127456282,,,,,
b3c37,1064,charge-high,V_std,0.1994489775553802,,,,,
b3c37,1171,charge-high,V_std,0.1530716438997826,,,,,
b3c37,1183,charge-high,V_std,0.1902997420570559,,,,,
b3c43,244,charge-high,V_std,0.2188551350236008,,,,,
b1c18,40,charge-high,count,,512.0,,,,
b2c3,13,charge-high,count,,491.0,,,,
b2c3,28,charge-high,count,,633.0,,,,
b2c3,93,charge-high,count,,523.0,,,,
b2c3,101,charge-high,count,,485.0,,,,
b2c3,102,charge-high,count,,538.0,,,,
b2c3,108,charge-high,count,,490.0,,,,
b2c3,109,charge-high,count,,485.0,,,,
b2c6,51,charge-high,count,,480.0,,,,
b2c6,115,charge-high,count,,503.0,,,,
b2c6,116,charge-high,count,,484.0,,,,
b2c6,148,charge-high,count,,517.0,,,,
b2c6,162,charge-high,count,,511.0,,,,
b2c6,169,charge-high,count,,561.0,,,,
b2c6,174,charge-high,count,,533.0,,,,
b2c6,183,charge-high,count,,532.0,,,,
b2c6,189,charge-high,count,,507.0,,,,
b2c6,192,charge-high,count,,503.0,,,,
b2c6,195,charge-high,count,,532.0,,,,
b2c6,196,charge-high,count,,557.0,,,,
b2c6,197,charge-high,count,,522.0,,,,
b2c6,199,charge-high,count,,615.0,,,,
b2c6,229,charge-high,count,,538.0,,,,
b2c6,231,charge-high,count,,505.0,,,,
b2c6,247,charge-high,count,,496.0,,,,
b2c6,251,charge-high,count,,514.0,,,,
b2c6,252,charge-high,count,,490.0,,,,
b2c6,286,charge-high,count,,527.0,,,,
b2c6,288,charge-high,count,,496.0,,,,
b2c6,289,charge-high,count,,516.0,,,,
b2c6,291,charge-high,count,,498.0,,,,
b2c6,293,charge-high,count,,528.0,,,,
b2c6,307,charge-high,count,,561.0,,,,
b2c6,308,charge-high,count,,563.0,,,,
b2c6,309,charge-high,count,,590.0,,,,
b2c12,252,charge-high,count,,103.0,,,,
b2c31,504,charge-high,count,,104.0,,,,
b2c31,509,charge-high,count,,106.0,,,,
b2c37,456,charge-high,count,,106.0,,,,
b2c44,247,charge-high,count,,94.0,,,,
b2c47,559,charge-high,count,,478.0,,,,
b2c47,571,charge-high,count,,481.0,,,,
b2c47,585,charge-high,count,,509.0,,,,
b2c47,710,charge-high,count,,483.0,,,,
b2c47,735,charge-high,count,,481.0,,,,
b3c5,139,charge-high,count,,106.0,,,,
b3c5,702,charge-high,count,,105.0,,,,
b3c5,820,charge-high,count,,105.0,,,,
b3c22,728,charge-high,count,,106.0,,,,
b3c24,821,charge-high,count,,647.0,,,,
b3c31,3,charge-high,count,,106.0,,,,
b3c31,325,charge-high,count,,106.0,,,,
b3c31,444,charge-high,count,,106.0,,,,
b3c31,723,charge-high,count,,105.0,,,,
b3c31,724,charge-high,count,,106.0,,,,
b3c31,725,charge-high,count,,106.0,,,,
b3c31,726,charge-high,count,,106.0,,,,
b3c36,836,charge-high,count,,106.0,,,,
b3c36,837,charge-high,count,,106.0,,,,
b3c36,838,charge-high,count,,106.0,,,,
b3c36,839,charge-high,count,,106.0,,,,
b3c36,854,charge-high,count,,106.0,,,,
b3c36,866,charge-high,count,,106.0,,,,
b3c36,867,charge-high,count,,105.0,,,,
b3c36,868,charge-high,count,,106.0,,,,
b3c36,870,charge-high,count,,106.0,,,,
b3c36,871,charge-high,count,,106.0,,,,
b3c36,874,charge-high,count,,105.0,,,,
b3c36,880,charge-high,count,,104.0,,,,
b3c36,890,charge-high,count,,106.0,,,,
b3c36,893,charge-high,count,,104.0,,,,
b3c36,902,charge-high,count,,102.0,,,,
b3c36,903,charge-high,count,,104.0,,,,
b3c36,904,charge-high,count,,105.0,,,,
b3c36,906,charge-high,count,,106.0,,,,
b3c36,907,charge-high,count,,106.0,,,,
b3c36,910,charge-high,count,,106.0,,,,
b3c36,911,charge-high,count,,105.0,,,,
b3c36,912,charge-high,count,,106.0,,,,
b3c36,913,charge-high,count,,105.0,,,,
b3c36,915,charge-high,count,,106.0,,,,
b3c36,917,charge-high,count,,105.0,,,,
b3c36,918,charge-high,count,,105.0,,,,
b3c36,919,charge-high,count,,105.0,,,,
b3c37,599,charge-high,count,,535.0,,,,
b3c41,529,charge-high,count,,104.0,,,,
b3c41,547,charge-high,count,,106.0,,,,
b3c41,721,charge-high,count,,106.0,,,,
b3c41,730,charge-high,count,,105.0,,,,
b3c41,739,charge-high,count,,104.0,,,,
b3c41,740,charge-high,count,,106.0,,,,
b3c41,746,charge-high,count,,106.0,,,,
b3c41,747,charge-high,count,,106.0,,,,
b3c41,748,charge-high,count,,106.0,,,,
b3c41,756,charge-high,count,,106.0,,,,
b3c41,762,charge-high,count,,106.0,,,,
b3c41,769,charge-high,count,,105.0,,,,
b3c41,776,charge-high,count,,104.0,,,,
b3c41,777,charge-high,count,,106.0,,,,
b3c41,780,charge-high,count,,106.0,,,,
b3c41,782,charge-high,count,,104.0,,,,
b3c41,783,charge-high,count,,105.0,,,,
b3c41,784,charge-high,count,,104.0,,,,
b3c42,1294,charge-high,count,,654.0,,,,
b3c42,1303,charge-high,count,,619.0,,,,
b3c42,1310,charge-high,count,,743.0,,,,
b3c42,1418,charge-high,count,,691.0,,,,
b3c43,245,charge-high,count,,518.0,,,,
b1c40,917,charge-high,I_std,,,2.680715846277019,,,
b1c40,921,charge-high,I_std,,,2.644111642844672,,,
b1c40,934,charge-high,I_std,,,2.6359582335165306,,,
b1c40,936,charge-high,I_std,,,2.6548121773604936,,,
b1c40,937,charge-high,I_std,,,2.6531790208799064,,,
b1c40,938,charge-high,I_std,,,2.6387464260491598,,,
b1c40,939,charge-high,I_std,,,2.6506778826477264,,,
b1c40,941,charge-high,I_std,,,2.658697295231845,,,
b1c40,942,charge-high,I_std,,,2.642445620047791,,,
b1c40,944,charge-high,I_std,,,2.6600083319291343,,,
b1c40,947,charge-high,I_std,,,2.635256400004344,,,
b1c40,948,charge-high,I_std,,,2.6430459209606254,,,
b1c40,949,charge-high,I_std,,,2.651484447787194,,,
b1c40,951,charge-high,I_std,,,2.658436818218686,,,
b1c40,952,charge-high,I_std,,,2.682202277928317,,,
b1c40,953,charge-high,I_std,,,2.641636378518293,,,
b1c40,954,charge-high,I_std,,,2.650243017992014,,,
b1c40,955,charge-high,I_std,,,2.6575271009211128,,,
b1c40,956,charge-high,I_std,,,2.647617742004093,,,
b1c40,958,charge-high,I_std,,,2.6638526646122824,,,
b1c40,959,charge-high,I_std,,,2.653183495989613,,,
b1c40,960,charge-high,I_std,,,2.647757915825684,,,
b1c40,961,charge-high,I_std,,,2.663112313219445,,,
b1c40,962,charge-high,I_std,,,2.657710434348626,,,
b1c40,963,charge-high,I_std,,,2.6381007155817637,,,
b1c40,964,charge-high,I_std,,,2.67197748233495,,,
b1c41,969,charge-high,I_std,,,2.641978281455186,,,
b1c41,978,charge-high,I_std,,,2.6323590857385417,,,
b1c41,981,charge-high,I_std,,,2.666439251008488,,,
b1c41,985,charge-high,I_std,,,2.637898993393262,,,
b1c41,986,charge-high,I_std,,,2.65562678458596,,,
b1c41,988,charge-high,I_std,,,2.6858718610169108,,,
b1c41,990,charge-high,I_std,,,2.6837534055974657,,,
b1c41,996,charge-high,I_std,,,2.6330984861223885,,,
b1c41,1001,charge-high,I_std,,,2.660216660406967,,,
b1c41,1003,charge-high,I_std,,,2.635182233869372,,,
b1c41,1006,charge-high,I_std,,,2.6665911026439018,,,
b1c41,1007,charge-high,I_std,,,2.678907778083108,,,
b1c41,1008,charge-high,I_std,,,2.6539306033915206,,,
b1c41,1009,charge-high,I_std,,,2.654173445306224,,,
b1c41,1012,charge-high,I_std,,,2.6567165353739117,,,
b1c41,1014,charge-high,I_std,,,2.6521690440733745,,,
b1c41,1015,charge-high,I_std,,,2.636940816381294,,,
b1c41,1016,charge-high,I_std,,,2.6376122497433947,,,
b1c41,1017,charge-high,I_std,,,2.652916870172322,,,
b1c41,1018,charge-high,I_std,,,2.6304165987727264,,,
b1c41,1019,charge-high,I_std,,,2.673534230595595,,,
b1c41,1020,charge-high,I_std,,,2.667381245767705,,,
b1c41,1022,charge-high,I_std,,,2.643410231760919,,,
b1c41,1023,charge-high,I_std,,,2.6321748346066887,,,
b1c41,1025,charge-high,I_std,,,2.6458206356079845,,,
b1c41,1026,charge-high,I_std,,,2.6537496618799303,,,
b1c41,1027,charge-high,I_std,,,2.6555951585288016,,,
b1c41,1029,charge-high,I_std,,,2.6609321936958508,,,
b1c41,1030,charge-high,I_std,,,2.6872916834954688,,,
b1c41,1031,charge-high,I_std,,,2.6381742086671847,,,
b1c41,1033,charge-high,I_std,,,2.6403875048738,,,
b1c41,1034,charge-high,I_std,,,2.6354692158754576,,,
b1c41,1038,charge-high,I_std,,,2.668377781446325,,,
b1c41,1039,charge-high,I_std,,,2.6330912190589757,,,
b1c41,1040,charge-high,I_std,,,2.65043516398753,,,
b1c41,1041,charge-high,I_std,,,2.6443644610140344,,,
b1c41,1042,charge-high,I_std,,,2.6572540168959526,,,
b1c41,1043,charge-high,I_std,,,2.6588294017523006,,,
b1c41,1044,charge-high,I_std,,,2.6666509296235428,,,
b1c41,1045,charge-high,I_std,,,2.6577469836640364,,,
b1c41,1047,charge-high,I_std,,,2.6571971729528965,,,
b1c41,1048,charge-high,I_std,,,2.6339947702938886,,,
b1c41,1049,charge-high,I_std,,,2.651430126195534,,,
b1c42,372,charge-high,I_std,,,2.636637670252015,,,
b1c42,606,charge-high,I_std,,,2.64798974333392,,,
b1c42,621,charge-high,I_std,,,2.6511005210061405,,,
b1c42,622,charge-high,I_std,,,2.656139616932676,,,
b1c42,631,charge-high,I_std,,,2.687758687554501,,,
b1c42,633,charge-high,I_std,,,2.711806174837936,,,
b1c42,642,charge-high,I_std,,,2.634092667151364,,,
b1c42,647,charge-high,I_std,,,2.709337045910056,,,
b1c42,648,charge-high,I_std,,,2.652555488120885,,,
b1c42,657,charge-high,I_std,,,2.677141465460926,,,
b1c42,658,charge-high,I_std,,,2.637368068418822,,,
b1c42,660,charge-high,I_std,,,2.67445921611826,,,
b1c42,661,charge-high,I_std,,,2.633679196136557,,,
b1c42,664,charge-high,I_std,,,2.65028140460416,,,
b1c42,667,charge-high,I_std,,,2.633146472445381,,,
b1c42,668,charge-high,I_std,,,2.6575373083139797,,,
b1c42,670,charge-high,I_std,,,2.651905805636304,,,
b1c42,672,charge-high,I_std,,,2.6929751454014563,,,
b1c42,676,charge-high,I_std,,,2.6817455896795748,,,
b1c42,677,charge-high,I_std,,,2.6599461263822626,,,
b1c42,678,charge-high,I_std,,,2.646740359455007,,,
b1c42,679,charge-high,I_std,,,2.6650191882595613,,,
b1c42,683,charge-high,I_std,,,2.643136466377196,,,
b1c42,695,charge-high,I_std,,,2.631430796359332,,,
b1c42,696,charge-high,I_std,,,2.7086343580165133,,,
b1c42,699,charge-high,I_std,,,2.6554489179013734,,,
b1c43,602,charge-high,I_std,,,2.632332059506565,,,
b1c43,610,charge-high,I_std,,,2.6639651713048904,,,
b1c43,619,charge-high,I_std,,,2.6318304145982263,,,
b1c43,626,charge-high,I_std,,,2.6335709532370606,,,
b1c43,627,charge-high,I_std,,,2.6314297190721256,,,
b1c43,633,charge-high,I_std,,,2.633181617703203,,,
b1c43,639,charge-high,I_std,,,2.669668441668876,,,
b1c43,642,charge-high,I_std,,,2.7041086050719527,,,
b1c43,643,charge-high,I_std,,,2.6506686161962474,,,
b1c43,644,charge-high,I_std,,,2.648391106908824,,,
b1c43,645,charge-high,I_std,,,2.684946434190097,,,
b1c44,588,charge-high,I_std,,,2.646844369525716,,,
b1c44,605,charge-high,I_std,,,2.63206276010353,,,
b2c6,4,charge-high,I_std,,,0.4688475906246026,,,
b2c6,53,charge-high,I_std,,,0.4593166973140002,,,
b2c6,67,charge-high,I_std,,,0.4608986567120307,,,
b2c6,102,charge-high,I_std,,,0.4637191655997742,,,
b2c6,119,charge-high,I_std,,,0.4504834564993876,,,
b2c6,121,charge-high,I_std,,,0.4545121065231858,,,
b2c6,123,charge-high,I_std,,,0.4668692083385512,,,
b2c6,136,charge-high,I_std,,,0.4584064903520872,,,
b2c6,138,charge-high,I_std,,,0.4677832053973035,,,
b2c6,145,charge-high,I_std,,,0.4666195633046803,,,
b2c6,150,charge-high,I_std,,,0.4272844157080778,,,
b2c6,165,charge-high,I_std,,,0.4729448094667112,,,
b2c6,166,charge-high,I_std,,,0.4456300186704935,,,
b2c6,188,charge-high,I_std,,,0.4697237512293372,,,
b2c6,191,charge-high,I_std,,,0.4616055489755591,,,
b2c6,200,charge-high,I_std,,,0.4516646412676072,,,
b2c6,240,charge-high,I_std,,,0.4640270246148505,,,
b2c6,246,charge-high,I_std,,,0.4704391592607366,,,
b2c6,310,charge-high,I_std,,,0.4727756212691553,,,
b2c6,311,charge-high,I_std,,,0.4679491792702997,,,
b2c28,192,charge-high,I_std,,,0.2244411495886088,,,
b1c3,1024,charge-high,T_std,,,,1.6208075106802378,,
b1c3,1368,charge-high,T_std,,,,1.423371454282763,,
b1c13,641,charge-high,T_std,,,,1.1861710119982134,,
b1c14,725,charge-high,T_std,,,,0.017252581643257,,
b1c14,726,charge-high,T_std,,,,0.0192236474424777,,
b1c14,731,charge-high,T_std,,,,0.0165011907656908,,
b1c14,736,charge-high,T_std,,,,0.0194852178035812,,
b1c14,741,charge-high,T_std,,,,0.0172463224894473,,
b1c14,749,charge-high,T_std,,,,0.0141155515869269,,
b1c14,764,charge-high,T_std,,,,0.0168914296106127,,
b1c14,765,charge-high,T_std,,,,0.0175362219853623,,
b1c14,766,charge-high,T_std,,,,0.0187166853870357,,
b1c14,775,charge-high,T_std,,,,0.0176670864027571,,
b1c14,779,charge-high,T_std,,,,0.0191163839883106,,
b1c14,781,charge-high,T_std,,,,0.0183530977846262,,
b1c14,803,charge-high,T_std,,,,0.0181234911034799,,
b1c14,811,charge-high,T_std,,,,0.0190709068969059,,
b1c14,815,charge-high,T_std,,,,0.0176340544521375,,
b1c14,826,charge-high,T_std,,,,0.0194365648903083,,
b1c14,849,charge-high,T_std,,,,0.018885195808783,,
b1c14,855,charge-high,T_std,,,,0.0192065432778567,,
b1c14,871,charge-high,T_std,,,,0.0162115565938729,,
