cell_id,cycle,scenario,count
b2c6,288,charge-high,496
b2c6,289,charge-high,516
b2c6,290,charge-high,420
b2c6,291,charge-high,498
b2c6,292,charge-high,333
b2c6,293,charge-high,528
b2c6,294,charge-high,637
b2c6,295,charge-high,827
b2c6,296,charge-high,1103
b2c6,297,charge-high,1178
b2c6,298,charge-high,1045
b2c6,299,charge-high,848
b2c6,300,charge-high,670
b2c6,301,charge-high,773
b2c6,302,charge-high,808
b2c6,303,charge-high,806
b2c6,304,charge-high,644
b2c6,305,charge-high,653
b2c6,306,charge-high,758
b2c6,307,charge-high,561
b2c6,308,charge-high,563
b2c6,309,charge-high,590
b2c6,310,charge-high,442
b2c6,311,charge-high,444
b2c6,312,charge-high,426
b2c6,313,charge-high,427
b2c6,314,charge-high,234
b2c6,317,charge-high,238
b2c6,318,charge-high,238
b2c6,319,charge-high,243
b2c6,382,charge-high,213
b2c6,383,charge-high,277
b2c6,384,charge-high,208
b2c6,443,charge-high,253
b2c6,504,charge-high,248
b2c6,506,charge-high,238
b2c6,509,charge-high,217
b2c6,513,charge-high,230
b2c6,516,charge-high,236
b2c6,518,charge-high,216
b2c6,519,charge-high,231
b2c6,521,charge-high,229
b2c6,523,charge-high,214
b2c6,524,charge-high,210
b2c6,527,charge-high,219
b2c6,528,charge-high,218
b2c6,533,charge-high,246
b2c6,535,charge-high,212
b2c6,537,charge-high,299
b2c6,538,charge-high,256
b2c6,539,charge-high,274
b2c6,540,charge-high,267
b2c6,541,charge-high,234
b2c17,499,charge-high,111
b2c19,467,charge-high,111
b2c19,487,charge-high,110
b2c22,526,charge-high,109
b2c23,545,charge-high,109
b2c23,546,charge-high,111
b2c23,548,charge-high,111
b2c24,459,charge-high,111
b2c24,479,charge-high,111
b2c25,444,charge-high,111
b2c25,449,charge-high,111
b2c25,457,charge-high,110
b2c25,461,charge-high,109
b2c25,466,charge-high,111
b2c25,475,charge-high,110
b2c25,477,charge-high,109
b2c25,478,charge-high,110
b2c25,482,charge-high,107
b2c25,483,charge-high,109
b2c25,485,charge-high,108
b2c26,485,charge-high,111
b2c26,495,charge-high,111
b2c27,442,charge-high,111
b2c27,468,charge-high,111
b2c27,474,charge-high,109
b2c27,481,charge-high,110
b2c27,483,charge-high,110
b2c27,488,charge-high,109
b2c27,489,charge-high,110
b2c27,492,charge-high,110
b2c28,492,charge-high,110
b2c28,539,charge-high,111
b2c29,474,charge-high,111
b2c29,498,charge-high,107
b2c29,505,charge-high,111
b2c29,507,charge-high,111
b2c29,508,charge-high,109
b2c29,509,charge-high,110
b2c29,510,charge-high,109
b2c29,516,charge-high,109
b2c29,519,charge-high,110
b2c29,521,charge-high,107
b2c31,468,charge-high,109
b2c31,476,charge-high,111
b2c31,480,charge-high,107
b2c31,483,charge-high,107
b2c31,487,charge-high,110
b2c31,488,charge-high,110
b2c31,490,charge-high,111
b2c31,495,charge-high,108
b2c31,496,charge-high,111
b2c31,502,charge-high,111
b2c31,503,charge-high,109
b2c31,504,charge-high,104
b2c31,506,charge-high,110
b2c31,509,charge-high,106
b2c31,512,charge-high,108
b2c31,514,charge-high,108
b2c31,517,charge-high,111
b2c32,508,charge-high,110
b2c33,495,charge-high,110
b2c33,496,charge-high,110
b2c34,485,charge-high,111
b2c35,444,charge-high,111
b2c35,446,charge-high,111
b2c35,457,charge-high,111
b2c35,467,charge-high,109
b2c35,468,charge-high,111
b2c35,471,charge-high,111
b2c35,474,charge-high,110
b2c35,475,charge-high,111
b2c35,477,charge-high,108
b2c35,478,charge-high,110
b2c35,482,charge-high,111
b2c35,483,charge-high,108
b2c35,484,charge-high,109
b2c35,485,charge-high,108
b2c36,506,charge-high,111
b2c36,522,charge-high,111
b2c37,442,charge-high,110
b2c37,445,charge-high,109
b2c37,447,charge-high,108
b2c37,448,charge-high,110
b2c37,450,charge-high,110
b2c37,456,charge-high,106
b2c37,459,charge-high,110
b2c37,467,charge-high,110
b2c37,470,charge-high,110
b2c37,475,charge-high,108
b2c37,477,charge-high,111
b2c37,479,charge-high,108
b2c37,481,charge-high,111
b2c37,490,charge-high,110
b2c38,448,charge-high,111
b2c38,453,charge-high,111
b2c38,455,charge-high,111
b2c38,457,charge-high,109
b2c38,460,charge-high,111
b2c38,464,charge-high,111
b2c38,467,charge-high,108
b2c38,469,charge-high,111
b2c39,416,charge-high,109
b2c39,418,charge-high,110
b2c39,422,charge-high,109
b2c39,423,charge-high,108
b2c39,428,charge-high,111
b2c39,433,charge-high,111
b2c39,435,charge-high,111
b2c39,438,charge-high,109
b2c39,441,charge-high,110
b2c39,443,charge-high,110
b2c39,447,charge-high,110
b2c39,452,charge-high,110
b2c40,244,charge-high,238
b2c40,245,charge-high,248
b2c40,246,charge-high,218
b2c40,255,charge-high,210
b2c40,282,charge-high,220
b2c40,305,charge-high,270
b2c40,306,charge-high,337
b2c40,307,charge-high,224
b2c40,313,charge-high,261
b2c40,315,charge-high,244
b2c40,317,charge-high,258
b2c40,322,charge-high,239
b2c40,378,charge-high,253
b2c40,379,charge-high,234
b2c40,381,charge-high,229
b2c40,384,charge-high,230
b2c40,386,charge-high,212
b2c40,391,charge-high,228
b2c40,408,charge-high,237
b2c40,409,charge-high,245
b2c40,410,charge-high,267
b2c40,412,charge-high,224
b2c40,414,charge-high,239
b2c40,416,charge-high,228
b2c40,423,charge-high,247
b2c40,425,charge-high,220
b2c40,427,charge-high,234
b2c40,429,charge-high,303
b2c40,437,charge-high,219
b2c40,455,charge-high,246
b2c40,456,charge-high,280
b2c40,457,charge-high,231
b2c41,1,charge-high,243
b2c41,2,charge-high,253
b2c41,3,charge-high,266
b2c41,4,charge-high,312
b2c41,5,charge-high,260
b2c41,6,charge-high,210
b2c41,7,charge-high,232
b2c41,8,charge-high,235
b2c41,10,charge-high,212
b2c41,11,charge-high,211
b2c41,12,charge-high,251
b2c41,13,charge-high,315
b2c41,14,charge-high,296
b2c41,15,charge-high,305
b2c41,16,charge-high,293
b2c41,17,charge-high,289
b2c41,18,charge-high,254
b2c41,19,charge-high,266
b2c41,20,charge-high,263
b2c41,21,charge-high,283
b2c41,22,charge-high,277
b2c41,23,charge-high,225
b2c41,25,charge-high,209
b2c41,26,charge-high,227
b2c41,27,charge-high,234
b2c41,28,charge-high,286
b2c41,29,charge-high,239
b2c41,36,charge-high,246
b2c41,37,charge-high,306
b2c41,38,charge-high,260
b2c41,39,charge-high,289
b2c41,40,charge-high,313
b2c41,41,charge-high,277
b2c41,42,charge-high,285
b2c41,43,charge-high,262
b2c41,44,charge-high,275
b2c41,45,charge-high,236
b2c41,46,charge-high,220
b2c41,50,charge-high,261
b2c41,51,charge-high,333
b2c41,52,charge-high,256
b2c41,53,charge-high,250
b2c41,59,charge-high,208
b2c41,60,charge-high,258
b2c41,61,charge-high,273
b2c41,62,charge-high,304
b2c41,63,charge-high,277
b2c41,64,charge-high,291
b2c41,65,charge-high,285
b2c41,66,charge-high,318
b2c41,67,charge-high,263
b2c41,68,charge-high,318
b2c41,69,charge-high,289
b2c41,70,charge-high,256
b2c41,71,charge-high,243
b2c41,72,charge-high,225
b2c41,73,charge-high,261
b2c41,74,charge-high,323
b2c41,75,charge-high,347
b2c41,76,charge-high,386
b2c41,77,charge-high,320
b2c41,78,charge-high,272
b2c41,79,charge-high,229
b2c41,80,charge-high,249
b2c41,81,charge-high,209
b2c41,82,charge-high,213
b2c41,84,charge-high,230
b2c41,85,charge-high,385
b2c41,86,charge-high,402
b2c41,87,charge-high,452
b2c41,88,charge-high,419
b2c41,89,charge-high,419
b2c41,90,charge-high,372
b2c41,91,charge-high,425
b2c41,92,charge-high,397
b2c41,93,charge-high,312
b2c41,94,charge-high,259
b2c41,95,charge-high,274
b2c41,96,charge-high,235
b2c41,97,charge-high,217
b2c41,98,charge-high,272
b2c41,99,charge-high,300
b2c41,100,charge-high,367
b2c41,101,charge-high,284
b2c41,102,charge-high,237
b2c41,103,charge-high,238
b2c41,109,charge-high,227
b2c41,110,charge-high,234
b2c41,111,charge-high,224
b2c41,112,charge-high,235
b2c41,113,charge-high,219
b2c41,114,charge-high,219
b2c41,116,charge-high,233
b2c41,117,charge-high,231
b2c41,118,charge-high,211
b2c41,119,charge-high,250
b2c41,120,charge-high,225
b2c41,122,charge-high,239
b2c41,123,charge-high,270
b2c41,124,charge-high,249
b2c41,125,charge-high,265
b2c41,126,charge-high,243
b2c41,127,charge-high,215
b2c41,129,charge-high,220
b2c41,130,charge-high,209
b2c41,133,charge-high,236
b2c41,134,charge-high,290
b2c41,135,charge-high,269
b2c41,137,charge-high,231
b2c41,138,charge-high,232
b2c41,139,charge-high,222
b2c41,140,charge-high,235
b2c41,141,charge-high,248
b2c41,142,charge-high,240
b2c41,143,charge-high,246
b2c41,144,charge-high,264
b2c41,145,charge-high,254
b2c41,146,charge-high,262
b2c41,147,charge-high,262
b2c41,148,charge-high,364
b2c41,149,charge-high,416
b2c41,150,charge-high,439
b2c41,151,charge-high,271
b2c41,152,charge-high,275
b2c41,154,charge-high,246
b2c41,155,charge-high,239
b2c41,156,charge-high,208
b2c41,157,charge-high,210
b2c41,158,charge-high,356
b2c41,159,charge-high,346
b2c41,160,charge-high,336
b2c41,161,charge-high,329
b2c41,162,charge-high,320
b2c41,163,charge-high,277
b2c41,164,charge-high,286
b2c41,165,charge-high,259
b2c41,166,charge-high,239
b2c41,167,charge-high,283
b2c41,168,charge-high,234
b2c41,169,charge-high,255
b2c41,170,charge-high,227
b2c41,171,charge-high,264
b2c41,172,charge-high,292
b2c41,173,charge-high,263
b2c41,174,charge-high,255
b2c41,179,charge-high,246
b2c41,180,charge-high,215
b2c41,182,charge-high,294
b2c41,183,charge-high,293
b2c41,184,charge-high,340
b2c41,185,charge-high,352
b2c41,186,charge-high,341
b2c41,187,charge-high,355
b2c41,188,charge-high,317
b2c41,189,charge-high,393
b2c41,190,charge-high,321
b2c41,191,charge-high,345
b2c41,192,charge-high,350
b2c41,193,charge-high,335
b2c41,194,charge-high,286
b2c41,195,charge-high,289
b2c41,196,charge-high,319
b2c41,197,charge-high,274
b2c41,198,charge-high,304
b2c41,199,charge-high,280
b2c41,200,charge-high,245
b2c41,202,charge-high,219
b2c41,204,charge-high,213
b2c41,205,charge-high,240
b2c41,206,charge-high,263
b2c41,207,charge-high,382
b2c41,208,charge-high,338
b2c41,209,charge-high,299
b2c41,210,charge-high,318
b2c41,211,charge-high,284
b2c41,212,charge-high,286
b2c41,213,charge-high,318
b2c41,214,charge-high,254
b2c41,215,charge-high,286
b2c41,216,charge-high,247
b2c41,217,charge-high,258
b2c41,218,charge-high,216
b2c41,220,charge-high,258
b2c41,221,charge-high,312
b2c41,222,charge-high,271
b2c41,223,charge-high,290
b2c41,224,charge-high,286
b2c41,225,charge-high,249
b2c41,226,charge-high,228
b2c41,227,charge-high,214
b2c41,228,charge-high,234
b2c41,229,charge-high,280
b2c41,230,charge-high,281
b2c41,231,charge-high,301
b2c41,232,charge-high,336
b2c41,233,charge-high,300
b2c41,234,charge-high,329
b2c41,235,charge-high,280
b2c41,236,charge-high,261
b2c41,237,charge-high,242
b2c41,238,charge-high,228
b2c41,239,charge-high,281
b2c41,240,charge-high,226
b2c41,241,charge-high,214
b2c41,244,charge-high,255
b2c41,245,charge-high,278
b2c41,246,charge-high,302
b2c41,247,charge-high,285
b2c41,248,charge-high,259
b2c41,249,charge-high,238
b2c41,250,charge-high,231
b2c41,252,charge-high,260
b2c41,253,charge-high,247
b2c41,254,charge-high,248
b2c41,255,charge-high,251
b2c41,256,charge-high,218
b2c41,257,charge-high,215
b2c41,258,charge-high,217
b2c41,260,charge-high,235
b2c41,261,charge-high,226
b2c41,262,charge-high,279
b2c41,263,charge-high,317
b2c41,264,charge-high,260
b2c41,265,charge-high,252
b2c41,266,charge-high,211
b2c41,267,charge-high,255
b2c41,268,charge-high,235
b2c41,269,charge-high,226
b2c41,270,charge-high,237
b2c41,271,charge-high,272
b2c41,272,charge-high,328
b2c41,273,charge-high,344
b2c41,274,charge-high,311
b2c41,275,charge-high,281
b2c41,276,charge-high,273
b2c41,277,charge-high,272
b2c41,278,charge-high,302
b2c41,279,charge-high,279
b2c41,280,charge-high,227
b2c41,281,charge-high,241
b2c41,282,charge-high,222
b2c41,284,charge-high,253
b2c41,285,charge-high,238
b2c41,286,charge-high,302
b2c41,287,charge-high,275
b2c41,288,charge-high,259
b2c41,289,charge-high,216
b2c41,291,charge-high,230
b2c41,294,charge-high,239
b2c41,295,charge-high,212
b2c41,296,charge-high,247
b2c41,297,charge-high,267
b2c41,298,charge-high,275
b2c41,299,charge-high,291
b2c41,300,charge-high,305
b2c41,301,charge-high,292
b2c41,302,charge-high,262
b2c41,303,charge-high,303
b2c41,304,charge-high,257
b2c41,305,charge-high,260
b2c41,306,charge-high,256
b2c41,307,charge-high,234
b2c41,308,charge-high,269
b2c41,309,charge-high,238
b2c41,310,charge-high,286
b2c41,311,charge-high,234
b2c41,312,charge-high,268
b2c41,314,charge-high,229
b2c41,315,charge-high,221
b2c41,316,charge-high,215
b2c41,317,charge-high,232
b2c41,318,charge-high,227
b2c41,319,charge-high,249
b2c41,320,charge-high,306
b2c41,321,charge-high,390
b2c41,322,charge-high,294
b2c41,323,charge-high,287
b2c41,324,charge-high,325
b2c41,325,charge-high,292
b2c41,326,charge-high,250
b2c41,327,charge-high,251
b2c41,328,charge-high,265
b2c41,329,charge-high,315
b2c41,330,charge-high,235
b2c41,331,charge-high,258
b2c41,332,charge-high,291
b2c41,333,charge-high,270
b2c41,334,charge-high,263
b2c41,335,charge-high,229
b2c41,336,charge-high,278
b2c41,337,charge-high,228
b2c41,343,charge-high,250
b2c41,344,charge-high,251
b2c41,345,charge-high,262
b2c41,346,charge-high,245
b2c41,347,charge-high,218
b2c41,348,charge-high,231
b2c41,349,charge-high,274
b2c41,350,charge-high,282
b2c41,351,charge-high,318
b2c41,352,charge-high,327
b2c41,353,charge-high,335
b2c41,354,charge-high,336
b2c41,355,charge-high,345
b2c41,356,charge-high,292
b2c41,357,charge-high,310
b2c41,358,charge-high,335
b2c41,359,charge-high,286
b2c41,360,charge-high,315
b2c41,361,charge-high,379
b2c41,362,charge-high,267
b2c41,363,charge-high,230
b2c41,368,charge-high,213
b2c41,369,charge-high,292
b2c41,370,charge-high,363
b2c41,371,charge-high,342
b2c41,372,charge-high,323
b2c41,373,charge-high,242
b2c41,374,charge-high,271
b2c41,375,charge-high,233
b2c41,376,charge-high,223
b2c41,377,charge-high,272
b2c41,378,charge-high,279
b2c41,379,charge-high,258
b2c41,380,charge-high,243
b2c41,381,charge-high,221
b2c41,382,charge-high,245
b2c41,383,charge-high,254
b2c41,384,charge-high,248
b2c41,385,charge-high,255
b2c41,386,charge-high,266
b2c41,387,charge-high,257
b2c41,388,charge-high,249
b2c41,389,charge-high,301
b2c41,390,charge-high,208
b2c41,391,charge-high,245
b2c41,392,charge-high,278
b2c41,393,charge-high,307
b2c41,394,charge-high,315
b2c41,395,charge-high,353
b2c41,396,charge-high,358
b2c41,397,charge-high,399
b2c41,398,charge-high,369
b2c41,399,charge-high,322
b2c41,400,charge-high,257
b2c41,401,charge-high,259
b2c41,402,charge-high,267
b2c41,403,charge-high,225
b2c41,404,charge-high,236
b2c41,405,charge-high,311
b2c41,406,charge-high,237
b2c41,407,charge-high,238
b2c41,408,charge-high,209
b2c41,409,charge-high,260
b2c41,410,charge-high,227
b2c41,411,charge-high,264
b2c41,412,charge-high,323
b2c41,413,charge-high,308
b2c41,414,charge-high,235
b2c41,415,charge-high,212
b2c41,419,charge-high,223
b2c41,421,charge-high,303
b2c41,422,charge-high,340
b2c41,423,charge-high,244
b2c41,424,charge-high,287
b2c41,425,charge-high,271
b2c41,426,charge-high,262
b2c41,427,charge-high,304
b2c41,428,charge-high,296
b2c41,429,charge-high,293
b2c41,430,charge-high,261
b2c41,431,charge-high,306
