cell_id,cycle,scenario,count
9-1,23,charge-high,48
9-1,24,charge-high,48
9-1,25,charge-high,48
9-1,26,charge-high,48
9-1,27,charge-high,48
9-1,28,charge-high,48
9-1,29,charge-high,48
9-1,30,charge-high,48
9-1,31,charge-high,48
9-1,32,charge-high,48
9-1,33,charge-high,48
9-1,34,charge-high,48
9-1,35,charge-high,48
9-1,36,charge-high,48
9-1,37,charge-high,48
9-1,38,charge-high,48
9-1,39,charge-high,48
9-1,40,charge-high,48
9-1,41,charge-high,48
9-1,42,charge-high,48
9-1,43,charge-high,48
9-1,44,charge-high,48
9-1,45,charge-high,48
9-1,46,charge-high,48
9-1,47,charge-high,48
9-1,48,charge-high,48
9-1,49,charge-high,48
9-1,50,charge-high,48
9-1,51,charge-high,48
9-1,52,charge-high,48
9-1,53,charge-high,48
9-1,54,charge-high,48
9-1,55,charge-high,48
9-1,56,charge-high,48
9-1,57,charge-high,48
9-1,58,charge-high,48
9-1,59,charge-high,48
9-1,60,charge-high,48
9-1,61,charge-high,48
9-1,62,charge-high,48
9-1,63,charge-high,48
9-1,64,charge-high,48
9-1,65,charge-high,48
9-1,66,charge-high,48
9-1,67,charge-high,48
9-1,68,charge-high,48
9-1,69,charge-high,48
9-1,70,charge-high,48
9-1,71,charge-high,48
9-1,72,charge-high,48
9-1,73,charge-high,48
9-1,74,charge-high,48
9-1,75,charge-high,48
9-1,76,charge-high,48
9-1,77,charge-high,48
9-1,78,charge-high,48
9-1,79,charge-high,48
9-1,80,charge-high,48
9-1,81,charge-high,48
9-1,82,charge-high,48
9-1,83,charge-high,48
9-1,84,charge-high,48
9-1,85,charge-high,48
9-1,86,charge-high,48
9-1,87,charge-high,48
9-1,88,charge-high,48
9-1,89,charge-high,48
9-1,90,charge-high,48
9-1,91,charge-high,48
9-1,92,charge-high,48
9-1,93,charge-high,48
9-1,94,charge-high,48
9-1,95,charge-high,48
9-1,96,charge-high,48
9-1,97,charge-high,48
9-1,98,charge-high,48
9-1,99,charge-high,48
9-1,100,charge-high,48
9-1,101,charge-high,48
9-1,102,charge-high,48
9-1,103,charge-high,48
9-1,104,charge-high,48
9-1,105,charge-high,48
9-1,106,charge-high,48
9-1,107,charge-high,48
9-1,108,charge-high,48
9-1,109,charge-high,48
9-1,110,charge-high,48
9-1,111,charge-high,48
9-1,112,charge-high,48
9-1,113,charge-high,48
9-1,114,charge-high,48
9-1,115,charge-high,48
9-1,116,charge-high,48
9-1,117,charge-high,48
9-1,118,charge-high,48
9-1,119,charge-high,48
9-1,120,charge-high,48
9-1,121,charge-high,48
9-1,122,charge-high,48
9-1,123,charge-high,48
9-1,124,charge-high,48
9-1,125,charge-high,48
9-1,126,charge-high,48
9-1,127,charge-high,48
9-1,128,charge-high,48
9-1,129,charge-high,48
9-1,130,charge-high,48
9-1,131,charge-high,48
9-1,132,charge-high,48
9-1,133,charge-high,48
9-1,134,charge-high,48
9-1,135,charge-high,48
9-1,136,charge-high,48
9-1,137,charge-high,48
9-1,138,charge-high,48
9-1,139,charge-high,48
9-1,140,charge-high,48
9-1,141,charge-high,48
9-1,142,charge-high,48
9-1,143,charge-high,48
9-1,144,charge-high,48
9-1,145,charge-high,48
9-1,146,charge-high,48
9-1,147,charge-high,48
9-1,148,charge-high,48
9-1,149,charge-high,48
9-1,150,charge-high,48
9-1,2030,charge-high,35
9-1,2031,charge-high,35
9-1,2032,charge-high,35
9-1,2033,charge-high,35
9-1,2034,charge-high,35
9-1,2035,charge-high,35
9-1,2036,charge-high,35
9-1,2037,charge-high,35
9-1,2038,charge-high,35
9-1,2039,charge-high,35
9-1,2040,charge-high,35
9-1,2041,charge-high,35
9-1,2042,charge-high,35
9-1,2043,charge-high,35
9-1,2044,charge-high,35
9-1,2045,charge-high,35
9-1,2046,charge-high,35
9-1,2047,charge-high,35
9-1,2048,charge-high,35
9-1,2049,charge-high,35
9-1,2050,charge-high,35
9-1,2051,charge-high,35
9-1,2052,charge-high,35
9-1,2053,charge-high,35
9-1,2054,charge-high,35
9-1,2055,charge-high,35
9-1,2056,charge-high,35
9-1,2057,charge-high,35
1-1,1437,charge-mid,47
1-1,1438,charge-mid,47
1-1,1439,charge-mid,47
1-1,1440,charge-mid,47
1-1,1441,charge-mid,47
1-1,1442,charge-mid,47
1-1,1443,charge-mid,47
1-1,1444,charge-mid,47
1-1,1445,charge-mid,47
1-1,1446,charge-mid,47
1-1,1447,charge-mid,47
1-1,1448,charge-mid,47
1-1,1449,charge-mid,47
1-1,1450,charge-mid,47
1-1,1451,charge-mid,47
1-1,1452,charge-mid,47
1-1,1453,charge-mid,47
1-1,1454,charge-mid,47
1-1,1455,charge-mid,47
1-1,1456,charge-mid,47
1-1,1457,charge-mid,47
1-1,1458,charge-mid,47
1-1,1459,charge-mid,47
1-1,1460,charge-mid,47
1-1,1461,charge-mid,47
1-1,1462,charge-mid,47
1-1,1463,charge-mid,47
1-1,1464,charge-mid,47
1-1,1465,charge-mid,46
1-1,1466,charge-mid,46
1-1,1467,charge-mid,46
1-1,1468,charge-mid,46
1-1,1469,charge-mid,46
1-1,1470,charge-mid,46
1-1,1471,charge-mid,46
1-1,1472,charge-mid,46
1-1,1473,charge-mid,46
10-1,1632,charge-mid,47
10-1,1633,charge-mid,47
10-1,1634,charge-mid,47
10-1,1635,charge-mid,47
10-1,1636,charge-mid,47
10-1,1637,charge-mid,47
10-1,1638,charge-mid,47
10-1,1639,charge-mid,47
10-1,1640,charge-mid,47
10-1,1641,charge-mid,47
10-1,1642,charge-mid,47
10-1,1643,charge-mid,47
10-1,1644,charge-mid,47
10-1,1645,charge-mid,47
10-1,1646,charge-mid,47
10-1,1647,charge-mid,47
10-1,1648,charge-mid,47
10-1,1649,charge-mid,47
10-1,1650,charge-mid,47
10-1,1651,charge-mid,47
10-1,1652,charge-mid,47
10-1,1653,charge-mid,47
10-1,1654,charge-mid,47
10-1,1655,charge-mid,47
10-1,1656,charge-mid,47
10-1,1657,charge-mid,47
10-1,1658,charge-mid,47
10-1,1659,charge-mid,47
10-1,1660,charge-mid,47
10-1,1661,charge-mid,47
10-1,1662,charge-mid,46
10-1,1663,charge-mid,46
10-1,1664,charge-mid,46
10-1,1665,charge-mid,46
10-1,1666,charge-mid,46
10-1,1667,charge-mid,46
10-1,1668,charge-mid,46
10-1,1669,charge-mid,46
10-1,1670,charge-mid,46
10-1,1671,charge-mid,46
2-2,162,charge-mid,63
2-2,163,charge-mid,63
2-2,164,charge-mid,63
2-2,165,charge-mid,63
2-2,166,charge-mid,63
2-2,167,charge-mid,63
2-2,168,charge-mid,63
2-2,169,charge-mid,63
2-2,170,charge-mid,63
2-2,171,charge-mid,63
2-2,172,charge-mid,63
2-2,173,charge-mid,63
2-2,174,charge-mid,63
2-2,175,charge-mid,63
2-2,176,charge-mid,63
2-2,177,charge-mid,63
2-2,178,charge-mid,63
2-2,179,charge-mid,63
2-2,180,charge-mid,63
2-2,181,charge-mid,63
2-2,182,charge-mid,63
2-2,183,charge-mid,63
2-2,184,charge-mid,63
2-2,185,charge-mid,63
2-2,186,charge-mid,63
2-2,187,charge-mid,63
2-2,188,charge-mid,63
2-2,189,charge-mid,63
2-2,190,charge-mid,63
2-2,191,charge-mid,63
2-2,192,charge-mid,63
2-2,193,charge-mid,63
2-2,194,charge-mid,63
2-2,195,charge-mid,63
2-2,196,charge-mid,63
2-2,197,charge-mid,63
2-2,198,charge-mid,63
2-2,199,charge-mid,63
2-2,200,charge-mid,63
2-2,201,charge-mid,63
2-2,202,charge-mid,63
2-2,203,charge-mid,63
2-2,204,charge-mid,63
2-2,205,charge-mid,63
2-2,206,charge-mid,63
2-2,207,charge-mid,63
2-2,208,charge-mid,63
2-2,209,charge-mid,63
2-2,210,charge-mid,63
2-2,211,charge-mid,63
2-2,212,charge-mid,63
2-2,213,charge-mid,63
2-2,214,charge-mid,63
2-2,215,charge-mid,63
2-2,216,charge-mid,63
2-2,217,charge-mid,63
2-2,218,charge-mid,63
2-2,219,charge-mid,63
2-2,220,charge-mid,63
2-2,221,charge-mid,63
2-2,222,charge-mid,63
2-2,223,charge-mid,63
2-2,224,charge-mid,63
2-2,225,charge-mid,63
2-2,226,charge-mid,63
2-2,227,charge-mid,63
2-2,228,charge-mid,63
2-2,229,charge-mid,63
2-2,230,charge-mid,63
2-2,231,charge-mid,63
2-2,232,charge-mid,63
2-2,233,charge-mid,63
2-2,234,charge-mid,63
2-2,235,charge-mid,63
2-2,236,charge-mid,63
2-2,237,charge-mid,63
2-2,238,charge-mid,63
2-2,239,charge-mid,63
2-2,240,charge-mid,63
2-2,241,charge-mid,63
2-2,242,charge-mid,63
2-2,243,charge-mid,63
2-2,244,charge-mid,63
2-2,245,charge-mid,63
2-2,246,charge-mid,63
2-2,247,charge-mid,63
2-2,248,charge-mid,63
2-2,249,charge-mid,63
2-2,250,charge-mid,63
2-2,251,charge-mid,63
2-2,252,charge-mid,63
2-2,253,charge-mid,63
2-2,254,charge-mid,63
2-2,255,charge-mid,63
2-2,256,charge-mid,63
2-2,257,charge-mid,63
2-2,258,charge-mid,63
2-2,259,charge-mid,63
2-2,260,charge-mid,63
2-2,261,charge-mid,63
2-2,262,charge-mid,63
2-2,263,charge-mid,63
2-2,264,charge-mid,63
2-2,265,charge-mid,63
2-2,266,charge-mid,63
2-2,267,charge-mid,63
2-2,268,charge-mid,63
2-2,269,charge-mid,63
2-2,270,charge-mid,63
2-2,271,charge-mid,63
2-2,272,charge-mid,63
2-2,273,charge-mid,63
2-2,274,charge-mid,63
2-2,275,charge-mid,63
2-2,276,charge-mid,63
2-2,277,charge-mid,63
2-2,2565,charge-mid,47
2-2,2566,charge-mid,47
2-2,2567,charge-mid,47
2-2,2568,charge-mid,47
2-2,2569,charge-mid,47
2-2,2570,charge-mid,47
2-2,2571,charge-mid,47
2-2,2572,charge-mid,47
2-2,2573,charge-mid,47
2-2,2574,charge-mid,47
2-2,2575,charge-mid,47
2-2,2576,charge-mid,47
2-2,2577,charge-mid,47
2-2,2578,charge-mid,47
2-2,2579,charge-mid,47
2-2,2580,charge-mid,47
2-2,2581,charge-mid,47
2-2,2582,charge-mid,47
2-2,2583,charge-mid,47
2-2,2584,charge-mid,47
2-2,2585,charge-mid,47
2-2,2586,charge-mid,47
2-2,2587,charge-mid,47
2-2,2588,charge-mid,47
2-2,2589,charge-mid,47
2-2,2590,charge-mid,47
2-2,2591,charge-mid,47
2-2,2592,charge-mid,47
2-2,2593,charge-mid,47
2-2,2594,charge-mid,47
2-2,2595,charge-mid,47
2-2,2596,charge-mid,47
2-2,2597,charge-mid,47
2-2,2598,charge-mid,47
2-2,2599,charge-mid,47
2-2,2600,charge-mid,47
2-2,2601,charge-mid,47
2-2,2602,charge-mid,47
2-2,2603,charge-mid,47
2-2,2604,charge-mid,47
2-2,2605,charge-mid,46
2-2,2606,charge-mid,46
2-2,2607,charge-mid,46
2-2,2608,charge-mid,46
2-2,2609,charge-mid,46
2-2,2610,charge-mid,46
2-2,2611,charge-mid,46
2-2,2612,charge-mid,46
2-2,2613,charge-mid,46
2-2,2614,charge-mid,46
2-2,2615,charge-mid,46
2-2,2616,charge-mid,46
3-1,8,charge-mid,63
3-1,9,charge-mid,63
3-1,10,charge-mid,63
3-1,11,charge-mid,63
3-1,12,charge-mid,63
3-1,13,charge-mid,63
3-1,14,charge-mid,63
3-1,15,charge-mid,63
3-1,80,charge-mid,63
3-1,81,charge-mid,63
3-1,82,charge-mid,63
3-1,84,charge-mid,63
3-1,85,charge-mid,63
3-1,86,charge-mid,63
3-1,87,charge-mid,63
3-1,88,charge-mid,63
3-1,89,charge-mid,63
3-1,90,charge-mid,63
3-1,91,charge-mid,63
3-1,92,charge-mid,63
3-1,93,charge-mid,63
3-1,94,charge-mid,63
3-1,95,charge-mid,63
3-1,96,charge-mid,63
3-1,97,charge-mid,63
3-1,98,charge-mid,63
3-1,99,charge-mid,63
3-1,100,charge-mid,63
3-1,101,charge-mid,63
3-1,102,charge-mid,63
3-1,103,charge-mid,63
3-1,104,charge-mid,63
